row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,24.710.643.557,12.264.742.802,36.975.386.359,24710643557.0,12264742802.0,36975386359.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,13.526.382.139,13.526.382.139,,13526382139.0,13526382139.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(2.774.922.728),-,(2.774.922.728),-2774922728.0,,-2774922728.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(470.892.039),(12.142.939.728),(12.613.831.767),-470892039.0,-12142939728.0,-12613831767.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,21.464.828.790,13.648.185.213,35.113.014.003,21464828790.0,13648185213.0,35113014003.0
