row_label_raw,row_label_full,Bán thành phẩm,363.091.646.490,344.940.383.042,numeric__363.091.646.490,numeric__344.940.383.042
Lợi nhuận được phân phối,Lợi nhuận được phân phối,Lợi nhuận được phân phối,3.696.000.000,2.968.000.000,3696000000.0,2968000000.0
Góp vốn,Góp vốn,Góp vốn,3.696.000.000,2.968.000.000,3696000000.0,2968000000.0
