row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2022 VND,2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2022 VND,numeric__2021 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,,826.079.447.027,394.895.942.634,1.0,,826079447027.0,394895942634.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,33.972.530.840,35.496.186.277,2.0,,33972530840.0,35496186277.0
Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái phát sinh từ việc đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái phát sinh từ việc đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái phát sinh từ việc đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,03,,283.161.633.647,285.423.237.741,3.0,,283161633647.0,285423237741.0
Lãi từ thanh lý tài sản cố định hữu hình,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ thanh lý tài sản cố định hữu hình,Lãi từ thanh lý tài sản cố định hữu hình,04,,(54.240.803.563),6.749.721.054,4.0,,-54240803563.0,6749721054.0
Lỗ từ thanh lý các khoản đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ từ thanh lý các khoản đầu tư góp vốn vào các đơn vị khác,Lỗ từ thanh lý các khoản đầu tư góp vốn vào các đơn vị khác,05,,(1.486.276.856),(1.245.518.951),5.0,,-1486276856.0,-1245518951.0
"Thu nhập lãi tiền gửi có kỳ hạn, cổ tức và lợi nhuận được phân phối","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi tiền gửi có kỳ hạn, cổ tức và lợi nhuận được phân phối","Thu nhập lãi tiền gửi có kỳ hạn, cổ tức và lợi nhuận được phân phối",05,,7.000.000.000,-,5.0,,7000000000.0,
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,,(555.274.656.089),(112.623.790.653),6.0,,-555274656089.0,-112623790653.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,,41.750.889.029,25.697.069.401,6.0,,41750889029.0,25697069401.0
Lợi nhuận từ hoạt động kinh doanh trước.những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước.những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước.những thay đổi vốn lưu động,08,,580.962.764.035,634.392.847.503,8.0,,580962764035.0,634392847503.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,327.162.739.398,(2.092.273.287.968),9.0,,327162739398.0,-2092273287968.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,(1.134.775.686.310),111.140.609.496,10.0,,-1134775686310.0,111140609496.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,,502.521.021.652,1.396.865.186.266,11.0,,502521021652.0,1396865186266.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,(1.075.029.406),3.159.135.593,12.0,,-1075029406.0,3159135593.0
,,,,,274.795.809.369,53.284.490.890,,,274795809369.0,53284490890.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(41.750.889.029),(25.697.069.401),14.0,,-41750889029.0,-25697069401.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(23.785.664.551),(57.373.094.563),15.0,,-23785664551.0,-57373094563.0
Tiền thu khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,200.932.974,1.583.000.000,16.0,,200932974.0,1583000000.0
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,,(17.590.707.661),(22.618.315.716),17.0,,-17590707661.0,-22618315716.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,191.869.481.102,(50.820.988.790),20.0,,191869481102.0,-50820988790.0
