row_label_raw,row_label_full,col_0,1/1/2022VND,Số đã cán trừVND,31/12/2022VND,numeric__1/1/2022VND,numeric__Số đã cán trừVND,numeric__31/12/2022VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,5.767.178.633,(5.767.178.633),-,5767178633.0,-5767178633.0,
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,761.228.693,-,761.228.693,761228693.0,,761228693.0
Thuế khác,Thuế khác,Thuế khác,566.029.500,-,566.029.500,566029500.0,,566029500.0
,,,7.094.436.826,(5.767.178.633),1.327.258.193,7094436826.0,-5767178633.0,1327258193.0
