row_label_raw,row_label_full,col_0,Quyềnsử dụng đấtVND,Phần mềmmáy tínhVND,TổngVND,numeric__Quyềnsử dụng đấtVND,numeric__Phần mềmmáy tínhVND,numeric__TổngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm và số dư cuối năm,Nguyên giá > Số dư đầu năm và số dư cuối năm,Số dư đầu năm và số dư cuối năm,14.464.359.012,19.772.187.118,34.236.546.130,14464359012.0,19772187118.0,34236546130.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,5.257.925.969,9.681.196.142,14.939.122.111,5257925969.0,9681196142.0,14939122111.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,185.541.345,1.220:908.766,1.406.450.111,185541345.0,,1406450111.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,5.443.467.314,10.902.104.908,16.345.572.222,5443467314.0,10902104908.0,16345572222.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,9.206.433.043,10.090.990.976,19.297.424.019,9206433043.0,10090990976.0,19297424019.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,9.020.891.698,8.870.082.210,17.890.973.908,9020891698.0,8870082210.0,17890973908.0
