row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,339.954.806.445,591.945.415.677,339954806445.0,591945415677.0
Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,Thuế TNDN theo thuế suất áp dụng cho Tổng,,
Công ty và các công ty con,Thuế TNDN theo thuế suất áp dụng cho Tổng > Công ty và các công ty con,Công ty và các công ty con,68.134.360.976,120.217.112.255,68134360976.0,120217112255.0
- Thuế suất 20%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 20%,- Thuế suất 20%,65.781.754.111,118.229.066.987,65781754111.0,118229066987.0
- Thuế suất 15%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 15%,- Thuế suất 15%,2.271.463.005,1.975.506.517,2271463005.0,1975506517.0
- Thuế suất 10%,Thuế TNDN theo thuế suất áp dụng cho Tổng > - Thuế suất 10%,- Thuế suất 10%,81.143.860,12.538.751,81143860.0,12538751.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
Chi phí không được khấu trừ thuế khác,Các khoản điều chỉnh tăng: > Chi phí không được khấu trừ thuế khác,Chi phí không được khấu trừ thuế khác,3.110.886.280,1.697.871.827,3110886280.0,1697871827.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,,
Ảnh hưởng của các điều chỉnh hợp nhất,Các khoản điều chỉnh giảm > Ảnh hưởng của các điều chỉnh hợp nhất,Ảnh hưởng của các điều chỉnh hợp nhất,(29.406.962.465),(81.197.907.195),-29406962465.0,-81197907195.0
Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Các khoản điều chỉnh giảm > Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN,(514.046.706),(651.355.964),-514046706.0,-651355964.0
Lãi chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Các khoản điều chỉnh giảm > Lãi chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Lãi chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,(2.541.599),-,-2541599.0,
Lỗ năm trước chuyển sang,Các khoản điều chỉnh giảm > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(861.780.483),(18.025.279),-861780483.0,-18025279.0
Miễn giảm thuế TNDN khác,Các khoản điều chỉnh giảm > Miễn giảm thuế TNDN khác,Miễn giảm thuế TNDN khác,(1.248.063.952),(537.400.651),-1248063952.0,-537400651.0
Chi phí thuế TNDN,Các khoản điều chỉnh giảm > Chi phí thuế TNDN,Chi phí thuế TNDN,39.211.852.051,39.510.294.993,39211852051.0,39510294993.0
