row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Chi phí công cụ, dụng cụ chờ phân bổ","Ngắn hạn > Chi phí công cụ, dụng cụ chờ phân bổ","Chi phí công cụ, dụng cụ chờ phân bổ",376.464.526,323.273.910,376464526.0,323273910.0
Chi phí bảo hiểm,Ngắn hạn > Chi phí bảo hiểm,Chi phí bảo hiểm,360.464.537,-,360464537.0,
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,877.792.367,777.217.106,877792367.0,777217106.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.614.721.430,1.100.491.016,1614721430.0,1100491016.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,45.346.543.585,38.567.679.288,45346543585.0,38567679288.0
Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Dài hạn > Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Giá trị tiềm năng phát triển và giá trị thương hiệu (*),3.762.453.798,7.511.282.462,3762453798.0,7511282462.0
Chi phí sửa chữa TSCĐ,Dài hạn > Chi phí sửa chữa TSCĐ,Chi phí sửa chữa TSCĐ,1.667.254.198,2.198.089.735,1667254198.0,2198089735.0
Công cụ dụng cụ chờ phân bổ,Dài hạn > Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,1.706.620.881,1.025.584.149,1706620881.0,1025584149.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,1.322.541.709,3.780.218.349,1322541709.0,3780218349.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,53.805.414.171,53.082.853.983,53805414171.0,53082853983.0
