row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thu nhập từ tiền đèn bù,Thu nhập khác > Thu nhập từ tiền đèn bù,Thu nhập từ tiền đèn bù,4.433.371.000,834.366.740,4433371000.0,834366740.0
"Thu nhập từ cho thuê và khoán đất, nhà xưởng","Thu nhập khác > Thu nhập từ cho thuê và khoán đất, nhà xưởng","Thu nhập từ cho thuê và khoán đất, nhà xưởng",1.652.181.817,2.345.024.545,1652181817.0,2345024545.0
"Lãi từ thanh lý, nhượng bán tài sản cố định","Thu nhập khác > Lãi từ thanh lý, nhượng bán tài sản cố định","Lãi từ thanh lý, nhượng bán tài sản cố định",1.785.236.871,1.831.083.971,1785236871.0,1831083971.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,5.723.901.897,6.123.806.375,5723901897.0,6123806375.0
TỔNG CỘNG,Thu nhập khác > TỔNG CỘNG,TỔNG CỘNG,13.594.691.585,11.134.281.631,13594691585.0,11134281631.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi phí khấu hao tài sản cố định dùng hoạt động,Chi phí khác > Chi phí khấu hao tài sản cố định dùng hoạt động,Chi phí khấu hao tài sản cố định dùng hoạt động,7.837.462.203,7.098.153.516,7837462203.0,7098153516.0
Giá trị đầu tư rừng trồng tổn thất,Chi phí khác > Giá trị đầu tư rừng trồng tổn thất,Giá trị đầu tư rừng trồng tổn thất,478.094.874,-,478094874.0,
Các khoản tiền phạt,Chi phí khác > Các khoản tiền phạt,Các khoản tiền phạt,112.028.289,481.881.905,112028289.0,481881905.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,2.255.030.072,6.731.086.204,2255030072.0,6731086204.0
TỔNG CỘNG,Chi phí khác > TỔNG CỘNG,TỔNG CỘNG,10.682.615.438,14.311.121.625,10682615438.0,14311121625.0
LỢI NHUẬN/(Lỗ) KHÁC THUÀN,Chi phí khác > LỢI NHUẬN/(Lỗ) KHÁC THUÀN,LỢI NHUẬN/(Lỗ) KHÁC THUÀN,2.912.076.147,(3.176.839.994),2912076147.0,-3176839994.0
