row_label_raw,row_label_full,Các khoản vay dài hạn ngân hàng được trình bày như sau:,Các khoản vay dài hạn ngân hàng được trình bày như sau:_1,Các khoản vay dài hạn ngân hàng được trình bày như sau:_2,Các khoản vay dài hạn ngân hàng được trình bày như sau:_3,Các khoản vay dài hạn ngân hàng được trình bày như sau:_4,numeric__Các khoản vay dài hạn ngân hàng được trình bày như sau:_1,numeric__Các khoản vay dài hạn ngân hàng được trình bày như sau:_2,numeric__Các khoản vay dài hạn ngân hàng được trình bày như sau:_3,numeric__Các khoản vay dài hạn ngân hàng được trình bày như sau:_4
,,,Số cuối năm(VND),Kỳ hạn trả gốc và lãi,Lãi suất,Hình thức đảm bảo,,,,
Bên cho vay,Bên cho vay,Bên cho vay,Số cuối năm(VND),Kỳ hạn trả gốc và lãi,Lãi suất,Hình thức đảm bảo,,,,
Ngân hàng TMCP Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Lộc Bình,Bên cho vay > Ngân hàng TMCP Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Lộc Bình,Ngân hàng TMCP Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Lộc Bình,3.900.000.000,"Lãi vay trả từng quý, kỳ trả nợ cuối cùng 07 tháng 11 năm 2023","11,5%/năm(được cấp bù chênh lệch lãi suất 5.75%/năm)","Nhà làm việc văn phòng công ty và thông lấy gỗ tại khu trồng rừng xã Tĩnh Bắc, Lộc Bình, Lạng Sơn",3900000000.0,,,
Trong đó: Vay dài hạn đến hạn trả,Bên cho vay > Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,1.700.000.000,,,,1700000000.0,,,
Ngân hàng TMCP Ngoại thương - Chi nhánh Hà TĩnhTrong đó: Vay dài hạn đến hạn trả,Ngân hàng TMCP Ngoại thương - Chi nhánh Hà TĩnhTrong đó: Vay dài hạn đến hạn trả,Ngân hàng TMCP Ngoại thương - Chi nhánh Hà TĩnhTrong đó: Vay dài hạn đến hạn trả,5.503.130.910-,Không xác định.,Không xác định,Tín chấp,,,,
Ngân hàng TMCP Đầu tư và Phát triển - Chi nhánh Hải Vân,Ngân hàng TMCP Ngoại thương - Chi nhánh Hà TĩnhTrong đó: Vay dài hạn đến hạn trả > Ngân hàng TMCP Đầu tư và Phát triển - Chi nhánh Hải Vân,Ngân hàng TMCP Đầu tư và Phát triển - Chi nhánh Hải Vân,3.175.000.000,60 tháng kể từ ngày giải ngân đầu tiên.,Lãi suất tiết kiệm + phí Ngân hàng cổ định là 3.5%/năm.,"Hàng tồn kho, máy móc thiết bị, nhà xưởng khu công nghiệp Hòa Khánh, số quyền sử dụng đất số 39-41 Nguyễn Thái Học của Công ty Cổ phần Vinafor Đà Nẵng.",3175000000.0,,,
Trong đó: Vay dài hạn đến hạn trả,Ngân hàng TMCP Ngoại thương - Chi nhánh Hà TĩnhTrong đó: Vay dài hạn đến hạn trả > Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,900.000.000,,,,900000000.0,,,
Tổng cộng,Ngân hàng TMCP Ngoại thương - Chi nhánh Hà TĩnhTrong đó: Vay dài hạn đến hạn trả > Tổng cộng,Tổng cộng,12.578.130.910,,,,12578130910.0,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Ngân hàng TMCP Ngoại thương - Chi nhánh Hà TĩnhTrong đó: Vay dài hạn đến hạn trả > Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,9.978.130.9102.600.000.000,,,,9.97813091026e+19,,,
