row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
"Cho thuê văn phòng, nhà xưởng, kho bãi","Cho thuê văn phòng, nhà xưởng, kho bãi","Cho thuê văn phòng, nhà xưởng, kho bãi",9.720.546.058,8.061.726.713,9720546058.0,8061726713.0
Các khoản doanh thu chưa thực hiện khác,Các khoản doanh thu chưa thực hiện khác,Các khoản doanh thu chưa thực hiện khác,324.006.811,314.132.660,324006811.0,314132660.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,10.044.552.869,8.375.859.373,10044552869.0,8375859373.0
