row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Quyền chọn chuyển đổi trái phiếu – Cấu phần vốn,Cổ phiếu quỹ,Chênh lệch đánh giá lai tài sản theo giả trị hợp lý,Chênh lệch tỷ giá,Quỹ dư trữ bổ sung vốn điều lệ,Quỹ dư phòng tài chính và rủi ro nghiệp vụ,Lợi nhuận chưa phân phối,Lợi ích cố động không kiểm soát,Tổng cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Quyền chọn chuyển đổi trái phiếu – Cấu phần vốn,numeric__Cổ phiếu quỹ,numeric__Chênh lệch đánh giá lai tài sản theo giả trị hợp lý,numeric__Chênh lệch tỷ giá,numeric__Quỹ dư trữ bổ sung vốn điều lệ,numeric__Quỹ dư phòng tài chính và rủi ro nghiệp vụ,numeric__Lợi nhuận chưa phân phối,numeric__Lợi ích cố động không kiểm soát,numeric__Tổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,6.029.456.130.000,29.470.756.034,113.779.095.785,(34.661.962.785),(4.722.276.606),39.377.296.810,522.187.344.649,437.679.749.965,2.676.816.162.826,63.414.755.641,9.872.797.052.319,6029456130000.0,29470756034.0,113779095785.0,-34661962785.0,-4722276606.0,39377296810.0,522187344649.0,437679749965.0,2676816162826.0,63414755641.0,9872797052319.0
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,-,-,-,-,-,-,-,-,2.695.067.698.020,-,2.695.067.698.020,,,,,,,,,2695067698020.0,,2695067698020.0
Phân phối Cổ phiếu Quỹ theo Nghị quyết số 02/2020/NQ- ĐHĐCD Ngày 31/12/2020 của ĐHĐCD,Phân phối Cổ phiếu Quỹ theo Nghị quyết số 02/2020/NQ- ĐHĐCD Ngày 31/12/2020 của ĐHĐCD,Phân phối Cổ phiếu Quỹ theo Nghị quyết số 02/2020/NQ- ĐHĐCD Ngày 31/12/2020 của ĐHĐCD,-,1.712.190.903,-,13.827.809.097,-,-,-,-,-,-,15.540.000.000,,1712190903.0,,13827809097.0,,,,,,,15540000000.0
Phát hành cổ phiếu tăng vốn theo chương trình lựa chơn người lao đồng theo Nghị quyết số 02/2020/NQ- ĐHĐCD ngày 31/12/2020 của ĐHĐCD,Phát hành cổ phiếu tăng vốn theo chương trình lựa chơn người lao đồng theo Nghị quyết số 02/2020/NQ- ĐHĐCD ngày 31/12/2020 của ĐHĐCD,Phát hành cổ phiếu tăng vốn theo chương trình lựa chơn người lao đồng theo Nghị quyết số 02/2020/NQ- ĐHĐCD ngày 31/12/2020 của ĐHĐCD,75.000.000.000,-,-,-,-,-,-,-,-,-,75.000.000.000,75000000000.0,,,,,,,,,,75000000000.0
Phát hành cổ phiếu thường tăng vốn điều lệ theo Nghị quyết số 01/2021/NQ- ĐHĐCD ngày 22/05/2021 của ĐHĐCD,Phát hành cổ phiếu thường tăng vốn điều lệ theo Nghị quyết số 01/2021/NQ- ĐHĐCD ngày 22/05/2021 của ĐHĐCD,Phát hành cổ phiếu thường tăng vốn điều lệ theo Nghị quyết số 01/2021/NQ- ĐHĐCD ngày 22/05/2021 của ĐHĐCD,2.182.925.380.000,(29.470.756.034),-,-,-,-,(519.187.344.649),-,(1.634.267.279.317),-,-,2182925380000.0,-29470756034.0,,,,,-519187344649.0,,-1634267279317.0,,
Phát hành cổ phiếu chào bản cho cố đồng hiện hữu theo Nghị quyết số 01/2021/NQ- ĐHĐCD ngày 22/05/2021 của ĐHĐCD,Phát hành cổ phiếu chào bản cho cố đồng hiện hữu theo Nghị quyết số 01/2021/NQ- ĐHĐCD ngày 22/05/2021 của ĐHĐCD,Phát hành cổ phiếu chào bản cho cố đồng hiện hữu theo Nghị quyết số 01/2021/NQ- ĐHĐCD ngày 22/05/2021 của ĐHĐCD,1.091.523.800.000,20.345.306.685,-,-,-,-,-,-,-,-,1.111.869.106.685,1091523800000.0,20345306685.0,,,,,,,,,1111869106685.0
Chuyển đổi trái phiếu theo Quyết định số 06/2021/QĐ- CTHĐQT ngày 15/03/2021 của Chủ tịch Hội đồng quản trị,Chuyển đổi trái phiếu theo Quyết định số 06/2021/QĐ- CTHĐQT ngày 15/03/2021 của Chủ tịch Hội đồng quản trị,Chuyển đổi trái phiếu theo Quyết định số 06/2021/QĐ- CTHĐQT ngày 15/03/2021 của Chủ tịch Hội đồng quản trị,468.594.910.000,795.184.185.785,(113.779.095.785),-,-,-,-,-,-,-,1.150.000.000.000,468594910000.0,795184185785.0,-113779095785.0,,,,,,,,1150000000000.0
Chi phí phát hành,Chi phí phát hành,Chi phí phát hành,-,(72.550.000),-,-,-,-,-,-,-,-,(72.550.000),,-72550000.0,,,,,,,,,-72550000.0
