row_label_raw,row_label_full,Thuế giá trị gia tăng,Số cuối năm > 1.837.070.183,Đơn vị tính: VND Số đầu năm > 569.127.417,numeric__Số cuối năm > 1.837.070.183,numeric__Đơn vị tính: VND Số đầu năm > 569.127.417
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,222.198.744.178,55.954.590.638,222198744178.0,55954590638.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,119.649.345.022,50.683.348.938,119649345022.0,50683348938.0
Các loại thuế khác (Thuế nhà thầu),Các loại thuế khác (Thuế nhà thầu),Các loại thuế khác (Thuế nhà thầu),8.942.609.901,5.638.958.408,8942609901.0,5638958408.0
Tổng cộng,Tổng cộng,Tổng cộng,352.627.769.284,112.846.025.401,352627769284.0,112846025401.0
