row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả) > Số đầu năm,Phải thu/(phải trả) > Tăng trong năm,Phải thu/(phải trả) > Giảm trong năm,Phải thu/(phải trả) > Số cuối năm,Đơn vị tính: VNDDoanh thu/(chi phí),numeric__Giao dịch,numeric__Phải thu/(phải trả) > Số đầu năm,numeric__Phải thu/(phải trả) > Tăng trong năm,numeric__Phải thu/(phải trả) > Giảm trong năm,numeric__Phải thu/(phải trả) > Số cuối năm,numeric__Đơn vị tính: VNDDoanh thu/(chi phí)
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,5.406.584.405,(5.406.584.405),-,5.315.232.085,,,5406584405.0,-5406584405.0,,5315232085.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Phí hoa hồng phải trả,(1.865.788.366),(10.122.149.785),10.806.317.598,(1.181.620.553),(10.122.149.785),,-1865788366.0,-10122149785.0,10806317598.0,-1181620553.0,-10122149785.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu hợp đồng tư vấn,2.048.960.550,3.085.793.933,(3.784.031.066),1.350.723.417,3.085.793.933,,2048960550.0,3085793933.0,-3784031066.0,1350723417.0,3085793933.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu tư vấn đầu tư quỹ,3.639.834.293,3.013.313.313,(3.883.326.764),2.769.820.842,2.359.211.997,,3639834293.0,3013313313.0,-3883326764.0,2769820842.0,2359211997.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Cổ tức SSI,-,(118.294.620.000),118.294.620.000,-,-,,,-118294620000.0,118294620000.0,,
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Phải thu khác,-,493.790.548,-,493.790.548,-,,,493790548.0,,493790548.0,
Công ty TNHH MTV Nguyễn Sài Gòn,Công ty TNHH MTV Nguyễn Sài Gòn,Công ty TNHH MTV Nguyễn Sài Gòn,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,1.359.695.877,(1.359.695.877),-,1.359.695.877,,,1359695877.0,-1359695877.0,,1359695877.0
Công ty TNHH MTV Nguyễn Sài Gòn,Công ty TNHH MTV Nguyễn Sài Gòn,Công ty TNHH MTV Nguyễn Sài Gòn,Phải thu giao dịch ký quỹ,-,10.785.668.095,(10.785.668.095),-,27.756.710,,,10785668095.0,-10785668095.0,,27756710.0
Công ty TNHH Bất động sản Sài Gòn Đan Linh,Công ty TNHH Bất động sản Sài Gòn Đan Linh,Công ty TNHH Bất động sản Sài Gòn Đan Linh,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,55.244.190,(55.244.190),-,55.244.190,,,55244190.0,-55244190.0,,55244190.0
Công ty TNHH Bất động sản Sài Gòn Đan Linh,Công ty TNHH Bất động sản Sài Gòn Đan Linh,Công ty TNHH Bất động sản Sài Gòn Đan Linh,Nhận hợp đồng quản lý tiền gửi và khác,-,(628.551.094.630),628.551.094.630,-,-,,,-628551094630.0,628551094630.0,,
