row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,457.520.134.607,159.007.766.177,457520134607.0,159007766177.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,39.982.985.714,30.971.915.108,39982985714.0,30971915108.0
Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,952.566.697.517,361.319.420.123,952566697517.0,361319420123.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",29.567.039.670,21.285.785.688,29567039670.0,21285785688.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,920.653.356,1.037.171.759,920653356.0,1037171759.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",4.706.107.124,1.339.553.278,4706107124.0,1339553278.0
"Chi phí khấu hao TSCĐ, BDSĐT","Chi phí khấu hao TSCĐ, BDSĐT","Chi phí khấu hao TSCĐ, BDSĐT",44.310.595.049,38.935.760.497,44310595049.0,38935760497.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,50.000.000,120.000.000,50000000.0,120000000.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,188.231.940.327,148.156.976.839,188231940327.0,148156976839.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,60.473.564.831,62.313.196.801,60473564831.0,62313196801.0
Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,347.976.082,3.044.576.928,347976082.0,3044576928.0
Chi phí khác,Chi phí khác,Chi phí khác,20.892.704.945,33.768.949.064,20892704945.0,33768949064.0
Tổng cộng,Tổng cộng,Tổng cộng,1.799.570.399.222,861.301.072.262,1799570399222.0,861301072262.0
