row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán,Giá trị hợp lý,Số dư chênh lệch đánh giá lại cuối năm,Số dư chênh lệch đánh giá lại đầu năm,Đơn vị tính: VND Chênh lệch thuần điều chỉnh số kế toán trong năm,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán,numeric__Giá trị hợp lý,numeric__Số dư chênh lệch đánh giá lại cuối năm,numeric__Số dư chênh lệch đánh giá lại đầu năm,numeric__Đơn vị tính: VND Chênh lệch thuần điều chỉnh số kế toán trong năm
1,1,1,Loại FVTPL,12.016.161.724.823,12.023.091.791.637,6.930.066.814,43.840.580.326,(36.910.513.512),,12016161724823.0,12023091791637.0,6930066814.0,43840580326.0,-36910513512.0
1,1,1,Cổ phiếu và chứng khoán niêm yết FPT,1.072.947.011.743,1.102.268.396.860,29.321.385.117,36.345.474.343,(7.024.089.226),,1072947011743.0,1102268396860.0,29321385117.0,36345474343.0,-7024089226.0
1,1,1,MBB,18.052.188.015,17.358.171.000,(694.017.015),5.350.261.200,(6.044.278.215),,18052188015.0,17358171000.0,-694017015.0,5350261200.0,-6044278215.0
1,1,1,MWG,8.400.183.626,8.472.844.200,72.660.574,760.259.039,(687.598.465),,8400183626.0,8472844200.0,72660574.0,760259039.0,-687598465.0
1,1,1,SGN,212.961.242.814,210.655.464.300,(2.305.778.514),634.037.935,(2.939.816.449),,212961242814.0,210655464300.0,-2305778514.0,634037935.0,-2939816449.0
1,1,1,VPB,407.684.911.102,420.402.968.000,12.718.056.898,12.119.366.898,598.690.000,,407684911102.0,420402968000.0,12718056898.0,12119366898.0,598690000.0
1,1,1,Cổ phiếu và chứng khoán niêm yết khác,70.064.308.000,69.355.375.800,(708.932.200),551.928.545,(1.260.860.745),,70064308000.0,69355375800.0,-708932200.0,551928545.0,-1260860745.0
1,1,1,Cổ phiếu và chứng khoán niêm yết khác,355.784.178.186,376.023.573.560,20.239.395.374,16.929.620.726,3.309.774.648,,355784178186.0,376023573560.0,20239395374.0,16929620726.0,3309774648.0
2,2,2,Cổ phiếu niêm yết cho hoạt động phòng ngừa rủi ro của chứng quyền,756.070.971.658,753.490.336.500,(2.580.635.158),27.052.024.071,(29.632.659.229),,756070971658.0,753490336500.0,-2580635158.0,27052024071.0,-29632659229.0
2,2,2,HPG,73.542.487.719,68.496.144.000,(5.046.343.719),9.779.153.415,(14.825.497.134),,73542487719.0,68496144000.0,-5046343719.0,9779153415.0,-14825497134.0
2,2,2,FPT,92.779.827.372,89.622.612.000,(3.157.215.372),1.698.618.628,(4.855.834.000),,92779827372.0,89622612000.0,-3157215372.0,1698618628.0,-4855834000.0
2,2,2,MBB,86.665.742.393,87.415.390.600,749.648.207,1.104.962.268,(355.314.061),,86665742393.0,87415390600.0,749648207.0,1104962268.0,-355314061.0
2,2,2,TCB,92.253.707.851,90.075.000.000,(2.178.707.851),4.006.471.996,(6.185.179.847),,92253707851.0,90075000000.0,-2178707851.0,4006471996.0,-6185179847.0
2,2,2,MWG,106.291.665.063,105.091.470.000,(1.200.195.063),187.352.981,(1.387.548.044),,106291665063.0,105091470000.0,-1200195063.0,187352981.0,-1387548044.0
2,2,2,Cổ phiếu khác,304.537.541.260,312.789.719.900,8.252.178.640,10.275.464.783,(2.023.286.143),,304537541260.0,312789719900.0,8252178640.0,10275464783.0,-2023286143.0
