row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tam ứng,Tam ứng,Tam ứng,11.989.717.067,9.485.824.434,11989717067.0,9485824434.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,53.559.486.327,26.367.151.317,53559486327.0,26367151317.0
"- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng",2.996.466.634,519.052.110,2996466634.0,519052110.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,50.563.019.693,25.848.099.207,50563019693.0,25848099207.0
"Cảm cố, ký cược, ký quỹ ngắn hạn","Cảm cố, ký cược, ký quỹ ngắn hạn","Cảm cố, ký cược, ký quỹ ngắn hạn",3.832.647.350,2.091.082.550,3832647350.0,2091082550.0
Thuế và các khoản phải thu Nhà nước (thuyết minh 25),Thuế và các khoản phải thu Nhà nước (thuyết minh 25),Thuế và các khoản phải thu Nhà nước (thuyết minh 25),597.877.333,-,597877333.0,
Tải sản ngắn hạn khác,Tải sản ngắn hạn khác,Tải sản ngắn hạn khác,2.034.798.400,112.517.421.701,2034798400.0,112517421701.0
- Tiến gửi ký quỹ phải sinh của Công ty,- Tiến gửi ký quỹ phải sinh của Công ty,- Tiến gửi ký quỹ phải sinh của Công ty,883.944.800,111.567.248.001,883944800.0,111567248001.0
- Khác,- Khác,- Khác,1.150.853.600,950.173.700,1150853600.0,950173700.0
"Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ",3.314.801.546,757.153.145,3314801546.0,757153145.0
Tổng cộng,Tổng cộng,Tổng cộng,75.329.328.023,151.218.633.147,75329328023.0,151218633147.0
