row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,3.365.038.841.169,1.557.553.285.063,3365038841169.0,1557553285063.0
Tổng các khoản điều chỉnh lợi nhuận theo kế toán,Tổng các khoản điều chỉnh lợi nhuận theo kế toán,Tổng các khoản điều chỉnh lợi nhuận theo kế toán,(187.123.563.003),(235.324.618.850),-187123563003.0,-235324618850.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,474.356.277.530,654.218.166.079,474356277530.0,654218166079.0
- Dự phòng giảm giá chứng khoán chưa niêm yết cuối năm,- Dự phòng giảm giá chứng khoán chưa niêm yết cuối năm,- Dự phòng giảm giá chứng khoán chưa niêm yết cuối năm,21.240.496.600,7.130.300.000,21240496600.0,7130300000.0
- Hoàn nhập dự phòng chứng khoán trong năm,- Hoàn nhập dự phòng chứng khoán trong năm,- Hoàn nhập dự phòng chứng khoán trong năm,62.746.745.234,177.477.561.574,62746745234.0,177477561574.0
- Chênh lệch giảm do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch giảm do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch giảm do đánh giá lại tài sản tài chính FVTPL,248.642.119.067,405.750.139.075,248642119067.0,405750139075.0
- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,92.641.163.644,56.474.106.102,92641163644.0,56474106102.0
- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,49.085.752.985,7.386.059.328,49085752985.0,7386059328.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(661.479.840.533),(889.542.784.929),-661479840533.0,-889542784929.0
- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,(33.908.194.016),(67.204.924.604),-33908194016.0,-67204924604.0
- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,(7.130.300.000),-,-7130300000.0,
- Chênh lệch tăng do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch tăng do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch tăng do đánh giá lại tài sản tài chính FVTPL,(211.731.605.555),(687.399.813.784),-211731605555.0,-687399813784.0
- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,(294.772.132.202),(16.430.581.508),-294772132202.0,-16430581508.0
- Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,(9.145.779.795),(89.270.936.475),-9145779795.0,-89270936475.0
- Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,(71.253.901.686),(8.698.825.641),-71253901686.0,-8698825641.0
- Lợi nhuận chia sẻ từ công ty liên kết,- Lợi nhuận chia sẻ từ công ty liên kết,- Lợi nhuận chia sẻ từ công ty liên kết,(33.537.927.279),(20.537.702.917),-33537927279.0,-20537702917.0
Thu nhập chịu thuế ước tính năm hiện hành,Thu nhập chịu thuế ước tính năm hiện hành,Thu nhập chịu thuế ước tính năm hiện hành,3.177.915.278.166,1.322.228.666.213,3177915278166.0,1322228666213.0
Thuế suất thuế TNDN,Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính năm hiện hành,Thuế TNDN phải trả ước tính năm hiện hành,Thuế TNDN phải trả ước tính năm hiện hành,635.583.055.633,264.445.733.242,635583055633.0,264445733242.0
Thuế TNDN phải trả ước tính tại công ty con,Thuế TNDN phải trả ước tính tại công ty con,Thuế TNDN phải trả ước tính tại công ty con,14.637.672.748,2.493.238.522,14637672748.0,2493238522.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,55.954.590.638,30.583.472.184,55954590638.0,30583472184.0
Điều chỉnh tăng thuế TNDN theo Quyết toán thuế,Điều chỉnh tăng thuế TNDN theo Quyết toán thuế,Điều chỉnh tăng thuế TNDN theo Quyết toán thuế,(139.497.142),309.106.670,-139497142.0,309106670.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(484.434.955.032),(241.876.959.980),-484434955032.0,-241876959980.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,221.600.866.845,55.954.590.638,221600866845.0,55954590638.0
