row_label_raw,row_label_full,STT,Danh mục các loại chứng quyền Công ty phát hành,Giá trị phát hành theo số kế toán,Giá trị thị trường,Số dư chênh lệch đánh giá lại cuối năm,Số dư chênh lệch đánh giá lại đầu năm,Đơn vị tính: VND Chênh lệch thuần điều chỉnh số kế toán trong năm,numeric__Danh mục các loại chứng quyền Công ty phát hành,numeric__Giá trị phát hành theo số kế toán,numeric__Giá trị thị trường,numeric__Số dư chênh lệch đánh giá lại cuối năm,numeric__Số dư chênh lệch đánh giá lại đầu năm,numeric__Đơn vị tính: VND Chênh lệch thuần điều chỉnh số kế toán trong năm
1,1,1,FPT/5M/SSI/C/EU/Cash-10,30.051.231.175,14.643.990.000,15.407.241.175,-,15.407.241.175,,30051231175.0,14643990000.0,15407241175.0,,15407241175.0
2,2,2,HPG/5M/SSI/C/EU/Cash-10,64.106.470.553,1.622.535.000,62.483.935.553,-,62.483.935.553,,64106470553.0,1622535000.0,62483935553.0,,62483935553.0
3,3,3,KDH/5M/SSI/C/EU/Cash-11,6.904.706.872,8.403.738.000,(1.499.031.128),-,(1.499.031.128),,6904706872.0,8403738000.0,-1499031128.0,,-1499031128.0
4,4,4,VIC/5M/SSI/C/EU/Cash-10,11.483.001.458,195.526.000,11.287.475.458,-,11.287.475.458,,11483001458.0,195526000.0,11287475458.0,,11287475458.0
5,5,5,VPB/5M/SSI/C/EU/Cash-11,19.015.567.271,5.401.920.000,13.613.647.271,-,13.613.647.271,,19015567271.0,5401920000.0,13613647271.0,,13613647271.0
6,6,6,Chứng quyền khác,176.404.834.087,104.556.798.000,71.848.036.087,(28.989.664.142),100.837.700.229,,176404834087.0,104556798000.0,71848036087.0,-28989664142.0,100837700229.0
,,,Tổng cộng,307.965.811.416,134.824.507.000,173.141.304.416,(28.989.664.142),202.130.968.558,,307965811416.0,134824507000.0,173141304416.0,-28989664142.0,202130968558.0
