row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,46.539.595.154.345,29.040.031.499.577,,,46539595154345.0,29040031499577.0
110,110,110,I. Tài sản tài chính,,46.464.265.826.322,28.888.812.866.430,,,46464265826322.0,28888812866430.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,1.114.235.031.501,363.251.901.483,,5.0,1114235031501.0,363251901483.0
111.1,111.1,111.1,1.1. Tiền,,474.197.771.229,231.971.207.727,,,474197771229.0,231971207727.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,640.037.260.272,131.280.693.756,,,640037260272.0,131280693756.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,12.023.091.791.637,13.252.453.509.081,,71.0,12023091791637.0,13252453509081.0
113,113,113,3. Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),7.3,7.834.159.908.363,5.591.644.622.570,,73.0,7834159908363.0,5591644622570.0
114,114,114,4. Các khoản cho vay,7.4,23.697.887.241.454,9.226.158.205.627,,74.0,23697887241454.0,9226158205627.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,271.579.547.769,185.676.629.818,,72.0,271579547769.0,185676629818.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,8,(62.328.696.315),(48.240.749.680),,8.0,-62328696315.0,-48240749680.0
117,117,117,7. Các khoản phải thu,,527.729.518.187,386.397.528.485,,,527729518187.0,386397528485.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,521.353.505.084,304.395.057.166,,9.0,521353505084.0,304395057166.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiến lãi các tài sản tài chính",9,6.376.013.103,82.002.471.319,,9.0,6376013103.0,82002471319.0
117.4,117.4,117.4,"7.2.1. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,6.376.013.103,82.002.471.319,,,6376013103.0,82002471319.0
118,118,118,8. Trả trước cho người bán,9,1.256.037.254.114,199.102.556.297,,9.0,1256037254114.0,199102556297.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,34.796.454.030,28.545.600.378,,9.0,34796454030.0,28545600378.0
122,122,122,10. Các khoản phải thu khác,9,9.744.607.323,5.199.604.454,,9.0,9744607323.0,5199604454.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(242.666.831.741),(301.376.542.083),,9.0,-242666831741.0,-301376542083.0
130,130,130,II. Tài sản ngắn hạn khác,10,75.329.328.023,151.218.633.147,,10.0,75329328023.0,151218633147.0
131,131,131,1. Tạm ứng,,11.989.717.067,9.485.824.434,,,11989717067.0,9485824434.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,3.314.801.546,757.153.145,,,3314801546.0,757153145.0
133,133,133,3. Chỉ phí trả trước ngắn hạn,,53.559.486.327,26.367.151.317,,,53559486327.0,26367151317.0
134,134,134,"4. Cẩm cố, thể chấp, ký quỹ, ký cược ngắn hạn",,3.832.647.350,2.091.082.550,,,3832647350.0,2091082550.0
136,136,136,5. Thuế và các khoản phải thu Nhà nước,25,597.877.333,-,,25.0,597877333.0,
137,137,137,6. Tài sản ngắn hạn khác,,2.034.798.400,112.517.421.701,,,2034798400.0,112517421701.0
