row_label_raw,row_label_full,col_0,Lãi suấtvay%/năm,Số đầu nămVND,Số vay trong nămVND,Số đã trả trong nămVND,Số cuối nămVND,numeric__Lãi suấtvay%/năm,numeric__Số đầu nămVND,numeric__Số vay trong nămVND,numeric__Số đã trả trong nămVND,numeric__Số cuối nămVND
Vay thầu chi,Vay thầu chi,Vay thầu chi,"Dưới 6,2",5.207.661.249.171,100.876.604.810.517,100.072.600.266.916,6.011.665.792.772,,5207661249171.0,100876604810517.0,100072600266916.0,6011665792772.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,"Dưới 7,4",18.143.825.000.000,153.771.705.967.499,146.806.288.390.076,25.109.242.577.423,,18143825000000.0,153771705967499.0,146806288390076.0,25109242577423.0
- Ngân hàng TMCP Ngoại Thương Việt Nam,- Ngân hàng TMCP Ngoại Thương Việt Nam,- Ngân hàng TMCP Ngoại Thương Việt Nam,,3.685.000.000.000,11.934.812.000.000,11.519.812.000.000,4.100.000.000.000,,3685000000000.0,11934812000000.0,11519812000000.0,4100000000000.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,,4.312.000.000.000,16.896.000.000.000,16.768.000.000.000,4.440.000.000.000,,4312000000000.0,16896000000000.0,16768000000000.0,4440000000000.0
- Ngân hàng TMCP Công Thương Việt Nam,- Ngân hàng TMCP Công Thương Việt Nam,- Ngân hàng TMCP Công Thương Việt Nam,,-,9.000.000.000.000,6.000.000.000.000,3.000.000.000.000,,,9000000000000.0,6000000000000.0,3000000000000.0
- Các ngân hàng khác,- Các ngân hàng khác,- Các ngân hàng khác,,10.146.825.000.000,50.177.900.000.000,50.058.925.000.000,10.265.800.000.000,,10146825000000.0,50177900000000.0,50058925000000.0,10265800000000.0
- Vay khác,- Vay khác,- Vay khác,,-,65.762.993.967.499,62.459.551.390.076,3.303.442.577.423,,,65762993967499.0,62459551390076.0,3303442577423.0
Tổng cộng,Tổng cộng,Tổng cộng,,23.351.486.249.171,254.648.310.778.016,246.878.888.656.992,31.120.908.370.195,,23351486249171.0,254648310778016.0,246878888656992.0,31120908370195.0
