row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,,,,
004,004,004,Nợ khó đòi đã xử lý (VND),,5.513.835.807,4.158.365.047,,,5513835807.0,4158365047.0
005,005,005,Ngoại tệ các loạiUSDEURGBP,30.1,"4.228.999,65112,41118,64","6.464.712,88123,41129,64",,301.0,,
006,006,006,Cổ phiếu đang lưu hành (số lượng),29.4,982.343.473,599.014.915,,294.0,982343473.0,599014915.0
007,007,007,Cổ phiếu quỹ (số lượng),29.4,2.406.549,3.930.698,,294.0,2406549.0,3930698.0
008,008,008,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),30.2,640.190.290.000,955.105.300.000,,302.0,640190290000.0,955105300000.0
009,009,009,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của CTCK (VND),30.3,20.480.520.000,10.481.380.000,,303.0,20480520000.0,10481380000.0
010,010,010,Tài sản tài chính chờ về của CTCK (VND),30.4,21.549.000.000,19.521.900.000,,304.0,21549000000.0,19521900000.0
012,012,012,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),30.5,6.413.271.510.000,5.723.795.030.000,,305.0,6413271510000.0,5723795030000.0
013,013,013,Tài sản tài chính được hưởng quyền của CTCK (VND),,1.006.880.000,290.000,,,1006880000.0,290000.0
014,014,014,Chứng quyền (số lượng)B. TÀI SẢN VÀ CÁC KHOÀN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỐI KHÁCH HÀNG,,173.131.400,79.533.420,,,173131400.0,79533420.0
021,021,021,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư (VND),30.6,78.192.708.630.000,56.041.719.348.000,,306.0,78192708630000.0,56041719348000.0
021.1,021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,63.676.892.129.000,46.235.417.609.100,,,63676892129000.0,46235417609100.0
021.2,021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,1.164.444.740.000,637.211.680.000,,,1164444740000.0,637211680000.0
021.3,021.3,021.3,Tài sản tài chính giao dịch cẩm cố,,11.559.652.470.000,7.585.201.590.000,,,11559652470000.0,7585201590000.0
021.4,021.4,021.4,"Tài sản tài chính phong tỏa, tạm giữ",,269.126.600.000,292.252.970.000,,,269126600000.0,292252970000.0
021.5,021.5,021.5,Tài sản tài chính chờ thanh toán,,1.522.592.691.000,1.291.635.498.900,,,1522592691000.0,1291635498900.0
