row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,36.572.973.831.934,25.896.730.955.921,,,36572973831934.0,25896730955921.0
310,310,310,I. Nợ phải trả ngắn hạn,,36.479.184.836.620,25.823.378.537.838,,,36479184836620.0,25823378537838.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,21,31.120.908.370.195,23.351.486.249.171,,21.0,31120908370195.0,23351486249171.0
312,312,312,1.1. Vay ngắn hạn,,31.120.908.370.195,23.351.486.249.171,,,31120908370195.0,23351486249171.0
315,315,315,2. Trái phiếu chuyển đổi ngắn hạn – Cấu phần nợ,22,-,1.146.531.254.012,,22.0,,1146531254012.0
318,318,318,3. Phải trả hoạt động giao dịch chứng khoản,23,180.055.643.711,217.446.795.784,,23.0,180055643711.0,217446795784.0
320,320,320,4. Phải trả người bán ngắn hạn,24,22.249.743.964,31.320.947.588,,24.0,22249743964.0,31320947588.0
321,321,321,5. Người mua trả tiền trước ngắn hạn,,6.200.501.681,3.702.194.419,,,6200501681.0,3702194419.0
322,322,322,6. Thuế và các khoản phải nộp Nhà nước,25,352.627.769.284,112.846.025.401,,25.0,352627769284.0,112846025401.0
323,323,323,7. Phải trả người lao động,,138.381.185.157,27.144.111.212,,,138381185157.0,27144111212.0
324,324,324,8. Các khoản trích nộp phúc lợi nhân viên,,302.986.427,6.885.052,,,302986427.0,6885052.0
325,325,325,9. Chi phí phải trả ngắn hạn,26,97.740.561.623,80.266.400.011,,26.0,97740561623.0,80266400011.0
327,327,327,10. Doanh thu chưa thực hiện ngắn hạn,,1.525.471.313,81.615.385,,,1525471313.0,81615385.0
328,328,328,"11. Nhân ký quỹ, ký cược ngắn hạn",,1.214.760.000,1.508.975.000,,,1214760000.0,1508975000.0
329,329,329,"12. Các khoản phải trả, phải nộp ngắn hạn khác",27,4.312.036.356.149,622.409.550.039,,27.0,4312036356149.0,622409550039.0
331,331,331,"13. Quỹ khen thường, phúc lợi",,245.941.487.116,228.627.534.764,,,245941487116.0,228627534764.0
340,340,340,II. Nợ phải trả dài hạn,,93.788.995.314,73.352.418.083,,,93788995314.0,73352418083.0
351,351,351,1. Doanh thu chưa thực hiện dài hạn,28,52.787.159.357,52.987.159.357,,28.0,52787159357.0,52987159357.0
356,356,356,2. Thuế thu nhập doanh nghiệp hoãn lại phải trả,18,41.001.835.957,20.365.258.726,,18.0,41001835957.0,20365258726.0
400,400,400,D. VỐN CHỦ SỞ HỮU,29,14.220.082.730.148,9.872.797.052.319,,29.0,14220082730148.0,9872797052319.0
410,410,410,I. Vốn chủ sở hữu,,14.220.082.730.148,9.872.797.052.319,,,14220082730148.0,9872797052319.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,10.642.685.440.635,6.138.044.019.034,,,10642685440635.0,6138044019034.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,9.847.500.220.000,6.029.456.130.000,,,9847500220000.0,6029456130000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,9.847.500.220.000,6.029.456.130.000,,,9847500220000.0,6029456130000.0
411.2,411.2,411.2,1.2. Thăng dư vốn cổ phần,,817.169.133.373,29.470.756.034,,,817169133373.0,29470756034.0
411.3,411.3,411.3,1.3. Quyền chọn chuyển đối trái phiếu – Cấu phần vốn,,-,113.779.095.785,,,,113779095785.0
411.5,411.5,411.5,1.4. Cổ phiếu quỹ,,(21.983.912.738),(34.661.962.785),,,-21983912738.0,-34661962785.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,41,(3.793.033.106),(4.722.276.606),,41.0,-3793033106.0,-4722276606.0
413,413,413,3. Chênh lệch tỷ giá hối đoái,,33.624.236.089,39.377.296.810,,,33624236089.0,39377296810.0
414,414,414,4. Quỹ dự trữ bổ sung vốn điều lệ,,61.252.419.507,522.187.344.649,,,61252419507.0,522187344649.0
415,415,415,5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,495.932.169.472,437.679.749.965,,,495932169472.0,437679749965.0
417,417,417,6. Lợi nhuận chưa phân phối,29.1,2.927.812.985.141,2.676.816.162.826,,291.0,2927812985141.0,2676816162826.0
417.1,417.1,417.1,6.1. Lợi nhuận đã thực hiện,,2.798.808.974.439,2.660.148.273.194,,,2798808974439.0,2660148273194.0
417.2,417.2,417.2,6.2. Lợi nhuận chưa thực hiện,,129.004.010.702,16.667.889.632,,,129004010702.0,16667889632.0
418,418,418,7. Lợi ích cổ đông không kiểm soát,,62.568.512.410,63.414.755.641,,,62568512410.0,63414755641.0
420,420,420,II. Nguồn kinh phí và quỹ khác,,-,-,,,,
440,420 > 440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,50.793.056.562.082,35.769.528.008.240,,,50793056562082.0,35769528008240.0
