row_label_raw,row_label_full,col_0,Tổng công,Số dư đã dự phòng,Không quá hạn và không bị suy giảm,Quá hạn nhưng không bị suy giảm,Quá hạn nhưng không bị suy giảm_1,Quá hạn nhưng không bị suy giảm_2,Quá hạn nhưng không bị suy giảm_3,numeric__Tổng công,numeric__Số dư đã dự phòng,numeric__Không quá hạn và không bị suy giảm,numeric__Quá hạn nhưng không bị suy giảm,numeric__Quá hạn nhưng không bị suy giảm_1,numeric__Quá hạn nhưng không bị suy giảm_2,numeric__Quá hạn nhưng không bị suy giảm_3
,,,Tổng công,Số dư đã dự phòng,Không quá hạn và không bị suy giảm,< 90 ngày,91-180 ngày,181-210 ngày,>210 ngày,,,,,,,
Số đầu năm,Số đầu năm,Số đầu năm,9.226.158.205.627,30.296.258.180,9.195.818.564.551,6.642.864,8.102.521,706.586,27.930.925,9226158205627.0,30296258180.0,9195818564551.0,6642864.0,8102521.0,706586.0,27930925.0
Số cuối năm,Số cuối năm,Số cuối năm,23.697.887.241.454,30.100.170.311,23.667.744.128.240,10.329.042,4.939.540,488.597,27.185.724,23697887241454.0,30100170311.0,23667744128240.0,10329042.0,4939540.0,488597.0,27185724.0
