row_label_raw,row_label_full,STT,Chỉ tiêu,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Đơn vị tính: VND,numeric__Chỉ tiêu,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Đơn vị tính: VND
I,I,I,Thuế,112.846.025.401,1.642.624.032.070,1.403.440.165.520,352.029.891.951,,112846025401.0,1642624032070.0,1403440165520.0,352029891951.0
1,1,1,Thuế giá trị gia tăng,569.127.417,8.882.378.973,7.614.436.207,1.837.070.183,,569127417.0,8882378973.0,7614436207.0,1837070183.0
2,2,2,Thuế thu nhập doanh nghiệp (TNDN) (Thuyết minh số 40.1),55.954.590.638,650.081.231.239,484.434.955.032,221.600.866.845,,55954590638.0,650081231239.0,484434955032.0,221600866845.0
,,,Trong đó:- Thuế TNDN phải nộp- Thuế TNDN thu lại từ nhà nước,,,,222.198.744.178(597.877.333),,,,,
3,3,3,Các loại thuế khác,56.322.307.346,983.660.421.858,911.390.774.281,128.591.954.923,,56322307346.0,983660421858.0,911390774281.0,128591954923.0
3,3,3,Thuế thu nhập cá nhân,16.265.314.909,203.152.286.927,190.898.694.947,28.518.906.889,,16265314909.0,203152286927.0,190898694947.0,28518906889.0
3,3,3,Thuế thu nhập cá nhân nộp hộ nhà đầu tư,34.418.034.029,686.307.365.775,629.594.961.671,91.130.438.133,,34418034029.0,686307365775.0,629594961671.0,91130438133.0
3,3,3,Thuế môn bài,-,18.000.000,18.000.000,-,,,18000000.0,18000000.0,
3,3,3,Thuế khác (thuế nhà thầu),5.638.958.408,94.182.769.156,90.879.117.663,8.942.609.901,,5638958408.0,94182769156.0,90879117663.0,8942609901.0
II,II,II,Các khoản phải nộp khác,-,5.664.419,5.664.419,-,,,5664419.0,5664419.0,
,,,Tổng cộng,112.846.025.401,1.642.629.696.489,1.403.445.829.939,352.029.891.951,,112846025401.0,1642629696489.0,1403445829939.0,352029891951.0
