row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Giá bán bình quân VND/đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lãi bán chứng khoán năm nay VND,Lãi bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Giá bán bình quân VND/đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lãi bán chứng khoán năm nay VND,numeric__Lãi bán chứng khoán năm trước VND
1,1,1,LÃI BÁN,,,,,,,,,,,,,
1,1 > 1,1,Cổ phiếu và chứng khoán niêm yết,477.690.076,,14.121.558.061.106,13.240.529.330.732,881.028.730.374,289.160.755.383,,477690076.0,,14121558061106.0,13240529330732.0,881028730374.0,289160755383.0
1,1 > 1,1,FPT,11.123.800,79.478,884.093.890.000,805.759.736.498,78.334.153.502,27.597.478.523,,11123800.0,79478.0,884093890000.0,805759736498.0,78334153502.0,27597478523.0
1,1 > 1,1,HPG,22.238.600,47.361,1.053.234.185.000,984.082.771.421,69.151.413.579,77.876.977.980,,22238600.0,47361.0,1053234185000.0,984082771421.0,69151413579.0,77876977980.0
1,1 > 1,1,MWG,8.987.900,134.927,1.212.720.070.000,1.154.795.504.595,57.924.565.405,8.884.485.729,,8987900.0,134927.0,1212720070000.0,1154795504595.0,57924565405.0,8884485729.0
1,1 > 1,1,TCB,28.517.200,42.944,1.224.633.915.000,1.131.747.628.369,92.886.286.631,3.375.123.865,,28517200.0,42944.0,1224633915000.0,1131747628369.0,92886286631.0,3375123865.0
1,1 > 1,1,VPB,18.149.300,45.426,824.452.610.000,763.780.881.330,60.671.728.670,5.468.522.604,,18149300.0,45426.0,824452610000.0,763780881330.0,60671728670.0,5468522604.0
1,1 > 1,1,Chứng quyền do Công ty phát hành,127.807.810,,399.075.715.476,260.485.151.908,138.590.563.568,58.351.621.304,,127807810.0,,399075715476.0,260485151908.0,138590563568.0,58351621304.0
1,1 > 1,1,Cổ phiếu và chứng khoán niêm yết khác,260.865.466,,8.523.347.675.630,8.139.877.656.611,383.470.019.019,107.606.545.378,,260865466.0,,8523347675630.0,8139877656611.0,383470019019.0,107606545378.0
2,1 > 2,2,Cổ phiếu và chứng chỉ quỹ chưa niêm yết,9.460.096,,218.847.348.028,134.470.704.093,84.376.643.935,45.599.186.736,,9460096.0,,218847348028.0,134470704093.0,84376643935.0,45599186736.0
3,1 > 3,3,Trái phiếu niêm yết,166.828.146,,17.516.585.869.749,17.509.725.550.000,6.860.319.749,2.620.100.000,,166828146.0,,17516585869749.0,17509725550000.0,6860319749.0,2620100000.0
4,1 > 4,4,Trái phiếu và chứng khoán chưa niêm yết,9.256.599,,108.255.164.305.431,107.970.174.804.671,284.989.500.760,197.750.120.588,,9256599.0,,108255164305431.0,107970174804671.0,284989500760.0,197750120588.0
5,1 > 5,5,Lãi vị thế của hợp đồng CKPS,,,,,102.569.866.000,145.434.778.000,,,,,,102569866000.0,145434778000.0
,,,Tổng cộng,663.234.917,,140.112.155.584.314,138.854.900.389.496,1.359.825.060.818,680.564.940.707,,663234917.0,,140112155584314.0,138854900389496.0,1359825060818.0,680564940707.0
