row_label_raw,row_label_full,col_0,Khối lượnggiao dịch thực hiệntrong năm(đơn vị),Giá trịgiao dịch thực hiệntrong năm(VND),numeric__Khối lượnggiao dịch thực hiệntrong năm(đơn vị),numeric__Giá trịgiao dịch thực hiệntrong năm(VND)
a. Của Công ty- Cổ phiếu- Trái phiếu- Chứng khoán khác,a. Của Công ty- Cổ phiếu- Trái phiếu- Chứng khoán khác,a. Của Công ty- Cổ phiếu- Trái phiếu- Chứng khoán khác,1.474.840.366627.758.220536.034.367311.047.779,225.573.878.359.52731.289.419.858.042145.482.937.777.33648.801.520.724.149,1.4748403666277583e+36,2.2557387835952733e+57
b. Của nhà đầu tư- Cổ phiếu- Trái phiếu- Chứng khoán khác,b. Của nhà đầu tư- Cổ phiếu- Trái phiếu- Chứng khoán khác,b. Của nhà đầu tư- Cổ phiếu- Trái phiếu- Chứng khoán khác,44.072.834.45743.145.226.76610.255.000917.352.691,2.116.751.294.919.0301.343.655.920.400.0301.052.866.215.000772.042.508.304.000,4.407283445743145e+38,2.11675129491903e+59
Tổng cộng,Tổng cộng,Tổng cộng,45.547.674.823,2.342.325.173.278.560,45547674823.0,2342325173278560.0
