row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí trả trước khác VND,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí trả trước khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,21.846.873.075,1.999.456.644,23.846.329.719,21846873075.0,1999456644.0,23846329719.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.614.671.762,9.399.491.853,11.014.163.615,1614671762.0,9399491853.0,11014163615.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(19.373.528.045),(1.659.690.907),(21.033.218.952),-19373528045.0,-1659690907.0,-21033218952.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.088.016.792,9.739.257.590,13.827.274.382,4088016792.0,9739257590.0,13827274382.0
