row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2019 VND,2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2019 VND,numeric__2018 VND
LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế Điều chỉnh cho các khoản,Lợi nhuận trước thuế Điều chỉnh cho các khoản,01,,1.274.906.174.072,1.599.210.154.811,1.0,,1274906174072.0,1599210154811.0
Khấu hao và phân bổ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,296.468.634.312,226.690.666.812,2.0,,296468634312.0,226690666812.0
Các khoản dự phòng,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,,(46.750.000),(4.772.900.615),3.0,,-46750000.0,-4772900615.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,30.708.505.457,43.207.167.849,4.0,,30708505457.0,43207167849.0
Lãi tiền gửi,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lãi tiền gửi,Lãi tiền gửi,05,,(106.220.293.774),(126.713.267.191),5.0,,-106220293774.0,-126713267191.0
Cổ tức được chia,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Cổ tức được chia,Cổ tức được chia,05,,(20.087.503.500),(23.540.975.900),5.0,,-20087503500.0,-23540975900.0
Chi phí lãi vay,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,,26.637.349.902,29.129.041.576,6.0,,26637349902.0,29129041576.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,1.502.366.116.469,1.743.209.887.342,8.0,,1502366116469.0,1743209887342.0
Biến động các khoản phải thu,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,(178.451.920.146),247.863.653.063,9.0,,-178451920146.0,247863653063.0
Biến động hàng tồn kho,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,(48.041.699.108),(5.273.336.332),10.0,,-48041699108.0,-5273336332.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,,(20.547.307.418),13.338.550.282,11.0,,-20547307418.0,13338550282.0
Biến động chi phí trả trước,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,8.583.808.218,17.970.633.967,12.0,,8583808218.0,17970633967.0
,,,,,1.263.908.998.015,2.017.109.388.322,,,1263908998015.0,2017109388322.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(25.853.404.813),-,14.0,,-25853404813.0,
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(364.483.520.701),(195.848.847.686),15.0,,-364483520701.0,-195848847686.0
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,,(16.352.605.337),(19.918.654.948),17.0,,-16352605337.0,-19918654948.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,857.219.467.164,1.801.341.885.688,20.0,,857219467164.0,1801341885688.0
