row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019VND > 2.211.528.566,Số phải nộp trong năm VND > 148.273.720.552,Số đã nộp/cấn trừ trong năm VND > (145.064.909.836),31/12/2019VND > 5.420.339.282,numeric__1/1/2019VND > 2.211.528.566,numeric__Số phải nộp trong năm VND > 148.273.720.552,numeric__Số đã nộp/cấn trừ trong năm VND > (145.064.909.836),numeric__31/12/2019VND > 5.420.339.282
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,194.025.641.701,227.150.650.075,(364.483.520.701),56.692.771.075,194025641701.0,227150650075.0,-364483520701.0,56692771075.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.041.131.477,5.001.400.236,(6.960.494.109),82.037.604,2041131477.0,5001400236.0,-6960494109.0,82037604.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,23.405.435.168,239.313.305.256,(260.277.377.051),2.441.363.373,23405435168.0,239313305256.0,-260277377051.0,2441363373.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,51.022.372.776,136.495.696.526,(158.738.616.024),28.779.453.278,51022372776.0,136495696526.0,-158738616024.0,28779453278.0
,,,272.706.109.688,756.234.772.645,(935.524.917.721),93.415.964.612,272706109688.0,756234772645.0,-935524917721.0,93415964612.0
(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,,,,
,,,1/1/2019VND,Số phát sinh trong năm VND,Số đã cần trừ trong năm VND,31/12/2019VND,,,,
"Thuế nhà đất, tiền thuê đất","(b) Thuế và các khoản phải thu Nhà nước > Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",13.759.339,-,(13.759.339),-,13759339.0,,-13759339.0,
