row_label_raw,row_label_full,Mã số,NGUỒN VÔN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VÔN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. Nợ PHẢI TRẢ,,135.184.454.789.211,107.969.432.655.182,,,135184454789211.0,107969432655182.0
310,310,310,I. Nợ ngắn hạn,,97.627.931.086.891,64.900.384.271.695,,,97627931086891.0,64900384271695.0
311,311,311,1. Phải trả người bán ngắn hạn,21.1,6.458.154.238.573,5.712.772.636.664,,211.0,6458154238573.0,5712772636664.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,21.2,47.537.280.868.648,20.221.096.466.017,,212.0,47537280868648.0,20221096466017.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,22,7.366.546.933.741,1.678.401.228.369,,22.0,7366546933741.0,1678401228369.0
314,314,314,4. Phải trả người lao động,,418.583.692.189,293.440.169.231,,,418583692189.0,293440169231.0
315,315,315,5. Chi phí phải trả ngắn hạn,23,8.454.261.883.875,6.920.895.138.980,,23.0,8454261883875.0,6920895138980.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,1.138.838.659.058,1.056.738.019.276,,24.0,1138838659058.0,1056738019276.0
319,319,319,7. Phải trả ngắn hạn khác,25.1,20.468.556.855.796,27.471.724.880.316,,251.0,20468556855796.0,27471724880316.0
320,320,320,8. Vay và nợ ngắn hạn,26.1,5.590.652.159.634,1.424.617.794.094,,261.0,5590652159634.0,1424617794094.0
321,321,321,9. Dự phòng phải trả ngắn hạn,27,195.055.795.377,120.697.938.748,,27.0,195055795377.0,120697938748.0
330,330,330,II. Nợ dài hạn,,37.556.523.702.320,43.069.048.383.487,,,37556523702320.0,43069048383487.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,24,2.389.764.581.482,2.683.411.532.468,,24.0,2389764581482.0,2683411532468.0
337,337,337,2. Phải trả dài hạn khác,25.2,640.119.050.942,4.406.204.612.974,,252.0,640119050942.0,4406204612974.0
338,338,338,3. Vay và nợ dài hạn,26.2,34.168.826.603.603,33.122.684.524.987,,262.0,34168826603603.0,33122684524987.0
339,339,339,4. Trái phiếu chuyển đổi,28,-,2.382.401.760.582,,28.0,,2382401760582.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,36.3,357.813.466.293,474.345.952.476,,363.0,357813466293.0,474345952476.0
