row_label_raw,row_label_full,Giá trị trái phiếu chuyển đổi ban đầu sau khi trừ đi chi phí phát hành,Năm nay > 5.939.186.943.335,Đơn vị tính: VNDNăm trước > 5.939.186.943.335,numeric__Năm nay > 5.939.186.943.335,numeric__Đơn vị tính: VNDNăm trước > 5.939.186.943.335
Cơ cấu vốn chủ sở hữu,Cơ cấu vốn chủ sở hữu,Cơ cấu vốn chủ sở hữu,-,-,,
Cơ cấu nợ gốc ghi nhận ban đầu,Cơ cấu vốn chủ sở hữu > Cơ cấu nợ gốc ghi nhận ban đầu,Cơ cấu nợ gốc ghi nhận ban đầu,5.939.186.943.335,5.939.186.943.335,5939186943335.0,5939186943335.0
Cộng: Giá trị phân bổ lũy kế chi phí phát hànhSố đầu năm,Cơ cấu vốn chủ sở hữu > Cộng: Giá trị phân bổ lũy kế chi phí phát hànhSố đầu năm,Cộng: Giá trị phân bổ lũy kế chi phí phát hànhSố đầu năm,295.037.817.247,162.522.147.579,295037817247.0,162522147579.0
Số phân bổ tăng trong năm,Cơ cấu vốn chủ sở hữu > Số phân bổ tăng trong năm,Số phân bổ tăng trong năm,13.600.239.418,132.515.669.668,13600239418.0,132515669668.0
Số cuối năm,Cơ cấu vốn chủ sở hữu > Số cuối năm,Số cuối năm,308.638.056.665,295.037.817.247,308638056665.0,295037817247.0
Trừ: Chuyển đổi lũy kế đến cuối năm,Cơ cấu vốn chủ sở hữu > Trừ: Chuyển đổi lũy kế đến cuối năm,Trừ: Chuyển đổi lũy kế đến cuối năm,(6.270.000.000.000),(4.048.330.000.000),-6270000000000.0,-4048330000000.0
Cộng: Lỗ chênh lệch tỷ giá đánh giá lại số dưcuối năm,Cơ cấu vốn chủ sở hữu > Cộng: Lỗ chênh lệch tỷ giá đánh giá lại số dưcuối năm,Cộng: Lỗ chênh lệch tỷ giá đánh giá lại số dưcuối năm,22.175.000.000,182.189.341.667,22175000000.0,182189341667.0
Cộng: Lỗ chênh lệch tỷ giá đã thực hiện đếncuối năm,Cơ cấu vốn chủ sở hữu > Cộng: Lỗ chênh lệch tỷ giá đã thực hiện đếncuối năm,Cộng: Lỗ chênh lệch tỷ giá đã thực hiện đếncuối năm,-,14.317.658.333,,14317658333.0
Cơ cấu nợ gốc tại ngày cuối năm,Cơ cấu vốn chủ sở hữu > Cơ cấu nợ gốc tại ngày cuối năm,Cơ cấu nợ gốc tại ngày cuối năm,-,2.382.401.760.582,,2382401760582.0
