row_label_raw,row_label_full,Tổng giá phí hợp nhất kinh doanh,7.196.370.654.095,numeric__7.196.370.654.095
Thông tin lưu chuyển tiền tệ từ việc mua công ty con,Thông tin lưu chuyển tiền tệ từ việc mua công ty con,Thông tin lưu chuyển tiền tệ từ việc mua công ty con,,
Tiền thu về từ công ty con,Thông tin lưu chuyển tiền tệ từ việc mua công ty con > Tiền thu về từ công ty con,Tiền thu về từ công ty con,2.338.353.409.059,2338353409059.0
Tiền chỉ để mua công ty con tính đến ngày 31 tháng 12 năm 2016,Thông tin lưu chuyển tiền tệ từ việc mua công ty con > Tiền chỉ để mua công ty con tính đến ngày 31 tháng 12 năm 2016,Tiền chỉ để mua công ty con tính đến ngày 31 tháng 12 năm 2016,(6.083.290.122.800),-6083290122800.0
Lưu chuyển tiền thuần sử dụng vào nghiệp vụ mua,Thông tin lưu chuyển tiền tệ từ việc mua công ty con > Lưu chuyển tiền thuần sử dụng vào nghiệp vụ mua,Lưu chuyển tiền thuần sử dụng vào nghiệp vụ mua,(3.744.936.713.741),-3744936713741.0
