row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm,Đơn vị tính: VND,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị tính: VND
"Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết",19.1.1,1.728.809.250.992,6.715.538.162.046,1911.0,1728809250992.0,6715538162046.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,19.1.2,1.604.928.401.863,2.882.019.433.681,1912.0,1604928401863.0,2882019433681.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(56.192.900.196),-,,-56192900196.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,3.277.544.752.659,9.597.557.595.727,,3277544752659.0,9597557595727.0
