row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGÁN HẠN,,87.583.802.138.603,67.699.619.665.953,,,87583802138603.0,67699619665953.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,9.833.332.219.401,6.938.465.104.490,,5.0,9833332219401.0,6938465104490.0
111,111,111,1. Tiền,,6.243.230.621.899,3.771.965.874.567,,,6243230621899.0,3771965874567.0
112,112,112,2. Các khoản tương đương tiền,,3.590.101.597.502,3.166.499.229.923,,,3590101597502.0,3166499229923.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,494.156.904.807,11.142.979.590.895,,6.0,494156904807.0,11142979590895.0
121,121,121,1. Chứng khoán kinh doanh,6.1,32.369.112.000,32.369.112.000,,61.0,32369112000.0,32369112000.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,6.1,(18.996.660.000),(14.958.000.000),,61.0,-18996660000.0,-14958000000.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,6.2,480.784.452.807,11.125.568.478.895,,62.0,480784452807.0,11125568478895.0
130,130,130,III. Các khoản phải thu ngắn hạn,,18.254.656.305.786,13.848.128.025.192,,,18254656305786.0,13848128025192.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,3.170.762.775.815,2.532.249.371.138,,71.0,3170762775815.0,2532249371138.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,5.229.186.165.035,6.695.026.549.290,,72.0,5229186165035.0,6695026549290.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,3.224.258.638.813,1.763.123.912.802,,8.0,3224258638813.0,1763123912802.0
136,136,136,4. Phải thu ngắn hạn khác,9,6.809.970.413.275,3.072.305.532.703,,9.0,6809970413275.0,3072305532703.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,10,(179.521.687.152),(214.577.340.741),,10.0,-179521687152.0,-214577340741.0
140,140,140,IV. Hàng tồn kho,11,49.782.780.792.296,28.027.417.689.166,,11.0,49782780792296.0,28027417689166.0
141,141,141,1. Hàng tồn kho,,49.879.776.253.837,28.085.895.835.621,,,49879776253837.0,28085895835621.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(96.995.461.541),(58.478.146.455),,,-96995461541.0,-58478146455.0
150,150,150,V. Tài sản ngắn hạn khác,,9.218.875.916.313,7.742.629.256.210,,,9218875916313.0,7742629256210.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,3.123.024.713.156,1.548.029.401.201,,12.0,3123024713156.0,1548029401201.0
152,152,152,2. Thuế GTGT được khấu trừ,,972.722.775.130,660.027.543.114,,,972722775130.0,660027543114.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,22,111.457.535.408,23.050.885.079,,22.0,111457535408.0,23050885079.0
155,155,155,4. Tài sản ngắn hạn khác,13,5.011.670.892.619,5.511.521.426.816,,13.0,5011670892619.0,5511521426816.0
