row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
400,400,400,D. VỐN CHỦ SỞ HỮU,,45.266.394.904.583,37.584.924.896.793,,,45266394904583.0,37584924896793.0
410,410,410,I. Vốn chủ sở hữu,29.1,45.266.394.904.583,37.584.924.896.793,,291.0,45266394904583.0,37584924896793.0
411,411,411,1. Vốn cổ phần đã phát hành,29.1,26.377.079.540.000,18.681.880.870.000,,291.0,26377079540000.0,18681880870000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,26.377.079.540.000,18.681.880.870.000,,,26377079540000.0,18681880870000.0
412,412,412,2. Thặng dư vốn cổ phần,29.1,2.504.959.737.448,5.798.727.464.308,,291.0,2504959737448.0,5798727464308.0
415,415,415,3. Cổ phiếu quỹ,29.1,(2.974.924.074.484),(2.974.924.074.484),,291.0,-2974924074484.0,-2974924074484.0
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,29.1,32.845.114.930,27.845.114.930,,291.0,32845114930.0,27845114930.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,29.1,942.345.253.453,1.571.190.449.441,,291.0,942345253453.0,1571190449441.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,402.299.862.165,2.350.786.383.324,,,402299862165.0,2350786383324.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối/(lỗ) năm nay,,540.045.391.288,(779.595.933.883),,,540045391288.0,-779595933883.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,29.1,18.384.089.333.236,14.480.205.072.598,,291.0,18384089333236.0,14480205072598.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,180.450.849.693.794,145.554.357.551.975,,,180450849693794.0,145554357551975.0
