row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG TÀI CHÍNH,,,,,,,
31,31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",41,1.310.346.390.000,7.544.319.623.168,,41.0,1310346390000.0,7544319623168.0
33,33,33,Tiền thu từ đi vay,,20.814.923.248.321,20.664.801.635.454,,,20814923248321.0,20664801635454.0
34,34,34,Tiền trả nợ gốc vay,,(21.563.433.421.832),(16.711.194.036.085),,,-21563433421832.0,-16711194036085.0
36,36,36,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",41,(1.339.903.941.515),(974.185.674.300),,41.0,-1339903941515.0,-974185674300.0
40,40,40,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động tài chính,,(778.067.725.026),10.523.741.548.237,,,-778067725026.0,10523741548237.0
50,50,50,Lưu chuyển tiền thuần trong năm,,2.889.951.045.623,(671.798.735.204),,,2889951045623.0,-671798735204.0
60,60,60,Tiền và tương đương tiền đầu năm,,6.938.465.104.490,7.607.513.719.673,,,6938465104490.0,7607513719673.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,4.916.069.288,2.750.120.021,,,4916069288.0,2750120021.0
70,70,70,Tiền và tương đương tiền cuối năm,5,9.833.332.219.401,6.938.465.104.490,,5.0,9833332219401.0,6938465104490.0
