row_label_raw,row_label_full,Bất động sản đầu tư,Tỷ VND,numeric__Tỷ VND
Hệ thống TTTM Vincom Center,Hệ thống TTTM Vincom Center,Hệ thống TTTM Vincom Center,11.177,11177.0
Hệ thống TTTM Vincom Mega Mall,Hệ thống TTTM Vincom Mega Mall,Hệ thống TTTM Vincom Mega Mall,6.457,6457.0
Hệ thống TTTM Vincom Office,Hệ thống TTTM Vincom Office,Hệ thống TTTM Vincom Office,5.464,5464.0
Hệ thống TTTM Vincom Plaza,Hệ thống TTTM Vincom Plaza,Hệ thống TTTM Vincom Plaza,4.935,4935.0
Trường học cho thuê,Trường học cho thuê,Trường học cho thuê,406,406.0
Các bất động sản đầu tư khác,Các bất động sản đầu tư khác,Các bất động sản đầu tư khác,374,374.0
