row_label_raw,row_label_full,col_0,Thuyết minh,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Trong năm > Tăng trong năm,Trong năm > Giảm trong năm,Đơn vị tính: VND > Số cuối năm > Giá trị,Đơn vị tính: VND > Số cuối năm > Số có khả năng trả nợ,numeric__Thuyết minh,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng trong năm,numeric__Trong năm > Giảm trong năm,numeric__Đơn vị tính: VND > Số cuối năm > Giá trị,numeric__Đơn vị tính: VND > Số cuối năm > Số có khả năng trả nợ
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,26.2.1,604.469.918.658,604.469.918.658,1.231.106.976.951,(962.106.263.425),873.470.632.184,873.470.632.184,2621.0,604469918658.0,604469918658.0,1231106976951.0,-962106263425.0,873470632184.0,873470632184.0
Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,26.2.2,-,-,3.973.682.722.225,-,3.973.682.722.225,3.973.682.722.225,2622.0,,,3973682722225.0,,3973682722225.0,3973682722225.0
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,26.1.1,360.447.875.436,360.447.875.436,4.858.050.586.912,(4.474.999.637.123),743.498.805.225,743.498.805.225,2611.0,360447875436.0,360447875436.0,4858050586912.0,-4474999637123.0,743498805225.0,743498805225.0
Vay ngắn hạn khác,Vay ngắn hạn khác,Vay ngắn hạn khác,,459.700.000.000,459.700.000.000,450.000.000.000,(909.700.000.000),-,-,,459700000000.0,459700000000.0,450000000000.0,-909700000000.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,1.424.617.794.094,1.424.617.794.094,10.512.840.266.088,(6.346.805.900.548),5.590.652.159.634,5.590.652.159.634,,1424617794094.0,1424617794094.0,10512840266088.0,-6346805900548.0,5590652159634.0,5590652159634.0
Trong đó:Vay ngắn hạn từ các bên liên quan,Trong đó:Vay ngắn hạn từ các bên liên quan,Trong đó:Vay ngắn hạn từ các bên liên quan,37,424.700.000.000,424.700.000.000,450.000.000.000,(874.700.000.000),-,-,37.0,424700000000.0,424700000000.0,450000000000.0,-874700000000.0,,
Vay ngắn hạn khác,Vay ngắn hạn khác,Vay ngắn hạn khác,,999.917.794.094,999.917.794.094,10.062.840.266.088,(5.472.105.900.548),5.590.652.159.634,5.590.652.159.634,,999917794094.0,999917794094.0,10062840266088.0,-5472105900548.0,5590652159634.0,5590652159634.0
