row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,92.867.047.555.191,77.854.737.886.023,,,92867047555191.0,77854737886023.0
210,210,210,I. Các khoản phải thu dài hạn,,465.506.617.197,254.324.078.479,,,465506617197.0,254324078479.0
215,215,215,1. Phải thu về cho vay dài hạn,8,58.989.915.115,62.559.839.165,,8.0,58989915115.0,62559839165.0
216,216,216,2. Phải thu dài hạn khác,9,406.516.702.082,191.764.239.314,,9.0,406516702082.0,191764239314.0
220,220,220,II. Tài sản cố định,,26.878.731.078.331,19.837.150.938.774,,,26878731078331.0,19837150938774.0
221,221,221,1. Tài sản cố định hữu hình,14,26.066.821.876.593,19.114.346.085.751,,14.0,26066821876593.0,19114346085751.0
222,222,222,Nguyên giá,,30.165.242.182.483,22.037.695.324.834,,,30165242182483.0,22037695324834.0
223,223,223,Giá trị hao mòn lũy kế,,(4.098.420.305.890),(2.923.349.239.083),,,-4098420305890.0,-2923349239083.0
227,227,227,2. Tài sản cố định vô hình,15,811.909.201.738,722.804.853.023,,15.0,811909201738.0,722804853023.0
228,228,228,Nguyên giá,,1.171.451.553.652,865.235.746.007,,,1171451553652.0,865235746007.0
229,229,229,Giá trị hao mòn lũy kế,,(359.542.351.914),(142.430.892.984),,,-359542351914.0,-142430892984.0
230,230,230,III. Bất động sản đầu tư,16,17.362.127.296.491,16.827.664.243.533,,16.0,17362127296491.0,16827664243533.0
231,231,231,1. Nguyên giá,,19.186.357.270.103,18.192.494.564.257,,,19186357270103.0,18192494564257.0
232,232,232,2. Giá trị hao mòn lũy kế,,(1.824.229.973.612),(1.364.830.320.724),,,-1824229973612.0,-1364830320724.0
240,240,240,IV. Tài sản dở dang dài hạn,,33.991.567.265.462,18.115.293.364.854,,,33991567265462.0,18115293364854.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,18,33.991.567.265.462,18.115.293.364.854,,18.0,33991567265462.0,18115293364854.0
250,250,250,V. Đầu tư tài chính dài hạn,,3.347.544.752.659,9.597.557.595.727,,,3347544752659.0,9597557595727.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",19.1,1.728.809.250.992,6.715.538.162.046,,191.0,1728809250992.0,6715538162046.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,19.1,1.604.928.401.863,2.882.019.433.681,,191.0,1604928401863.0,2882019433681.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(56.192.900.196),-,,,-56192900196.0,
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,19.2,70.000.000.000,-,,192.0,70000000000.0,
260,260,260,VI. Tài sản dài hạn khác,,10.821.570.545.051,13.222.747.664.656,,,10821570545051.0,13222747664656.0
261,261,261,1. Chi phí trả trước dài hạn,12,2.252.711.733.160,1.437.896.150.549,,12.0,2252711733160.0,1437896150549.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,36.3,328.604.798.935,170.157.957.461,,363.0,328604798935.0,170157957461.0
268,268,268,3. Tài sản dài hạn khác,13,-,3.000.000.000.000,,13.0,,3000000000000.0
269,269,269,4. Lợi thế thương mại,20,8.240.254.012.956,8.614.693.556.645,,20.0,8240254012956.0,8614693556645.0
270,270,270,TỔNG CỘNG TÀI SẢN,,180.450.849.693.794,145.554.357.551.975,,,180450849693794.0,145554357551975.0
