row_label_raw,row_label_full,Bà Dương Thị Mai Hoa,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Bà Mai Hương Nội,Bà Mai Hương Nội,Bà Mai Hương Nội,Phó Tổng Giám đốc,,,
Ông Phạm Văn Khuống,Ông Phạm Văn Khuống,Ông Phạm Văn Khuống,Phó Tổng Giám đốc,,,
Bà Nguyễn Diệu Linh,Bà Nguyễn Diệu Linh,Bà Nguyễn Diệu Linh,Phó Tổng Giám đốc,miễn nhiệm ngày 29 tháng 8 năm 2016,,
Ông Đăng Thanh Thủy,Ông Đăng Thanh Thủy,Ông Đăng Thanh Thủy,Phó Tổng Giám đốc,miễn nhiệm ngày 29 tháng 8 năm 2016,,
Bà Vũ Tuyết Hằng,Bà Vũ Tuyết Hằng,Bà Vũ Tuyết Hằng,Phó Tổng Giám đốc,miễn nhiệm ngày 29 tháng 8 năm 2016,,
Bà Nguyễn Thị Dịu,Bà Nguyễn Thị Dịu,Bà Nguyễn Thị Dịu,Phó Tổng Giám đốc,,,
Bà Dương Thị Hoàn,Bà Dương Thị Hoàn,Bà Dương Thị Hoàn,Phó Tổng Giám đốc,bỗ nhiệm ngày 29 tháng 8 năm 2016,,
