row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
23,23,23,Công ty Cổ phần sách Việt Nam,Công ty Sách Việt Nam,"65,33","65,33","Số 44 phố Tràng Tiền, phường Tràng Tiền, quận Hoàn Kiểm, TP Hà Nội",Xuất bản sách,,,65.33,65.33,,
24,24,24,Công ty TNHH Đầu tư và Phát triển Thành phố Hoàng Gia,Công ty TNHH Hoàng Gia,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Kinh doanh bất động sản,,,100.0,100.0,,
25,25,25,Công ty cổ phần đô thị du lịch Cần Giờ,Công ty Cần Giờ,"97,15","77,49","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, TP Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,97.15,77.49,,
26,26,26,Công ty CP Năng Lượng Hải Linh,Công ty Năng lượng Hải Linh,"100,00","99,79","Đường Nguyễn Bình Chiêm, phường Đông Hải 2, quận Hải An, TP Hải Phòng","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,99.79,,
27,27,27,Công ty Cổ phần Đầu tư dịch vụ Thương Mai thành phố Hồ Chí Minh,Công ty Vicentra,"63,15","63,15","72 Lê Thánh Tôn - phường Bến Nghé - quận 1, TP Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,63.15,63.15,,
28,28,28,Công ty TNHH Phát triển Công viên Trung tâm,Công ty Công viên Trung tâm,"100,00","94,00","P900, tầng 9, tòa nhà IPH, số 241 Xuân Thủy, phường Dịch Vọng Hậu, quận Cầu Giấy, TP Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,94.0,,
29,29,29,Công ty CP Đầu tư & Phát triển Sinh Thái,Công ty Sinh Thái,"100,00","98,67","Số 191, phố Bà Triệu, phường Lê Đại Hành, quận Hai Bà Trung, TP Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,98.67,,
30,30,30,Công Ty TNHH Đầu Tư Và Phát Triển Đô Thị Gia Lâm,Công ty Đô thị Gia Lâm,"85,00","83,87",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Đầu tư, xây dựng và kinh doanh bất động sản",,,85.0,83.87,,
31,31,31,Công ty TNHH Kinh doanh Bất động sản Phú Gia,Công ty Phú Gia,"98,00","96,70","63 phố Hàng Gà, phường Hàng Bồ, quận Hoàn Kiểm, TP Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,98.0,96.7,,
32,32,32,Công ty CP Tư vấn Đầu tư và đầu tư Việt Nam,Công ty ĐTVN,"50,00","49,33","Số 191, phố Bà Triệu, phường Lê Đại Hành, quận Hai Bà Trung, TP Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,50.0,49.33,,
