row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Trái phiếu trong nước (a),Trái phiếu trong nước (a),Trái phiếu trong nước (a),27.309.673.270.524,17.947.487.676.853,27309673270524.0,17947487676853.0
Trong đó trái phiếu dài hạn đến hạn trả (a),Trong đó trái phiếu dài hạn đến hạn trả (a),Trong đó trái phiếu dài hạn đến hạn trả (a),(3.973.682.722.225),-,-3973682722225.0,
Trái phiếu quốc tế (b),Trái phiếu quốc tế (b),Trái phiếu quốc tế (b),-,4.339.680.950.303,,4339680950303.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,23.335.990.548.299,22.287.168.627.156,23335990548299.0,22287168627156.0
