row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Dự phòng chỉ phí bảo hành,Dự phòng chỉ phí bảo hành,Dự phòng chỉ phí bảo hành,127.414.378.407,120.697.938.748,127414378407.0,120697938748.0
Dự phòng phải trả khác,Dự phòng phải trả khác,Dự phòng phải trả khác,67.641.416.970,-,67641416970.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,195.055.795.377,120.697.938.748,195055795377.0,120697938748.0
