row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Thanh toán theo các hợp đồng chuyển nhượng bất động sản để bán,Thanh toán theo các hợp đồng chuyển nhượng bất động sản để bán,Thanh toán theo các hợp đồng chuyển nhượng bất động sản để bán,46.746.483.533.640,19.365.321.728.392,46746483533640.0,19365321728392.0
Thanh toán theo các hợp đồng khác,Thanh toán theo các hợp đồng khác,Thanh toán theo các hợp đồng khác,790.797.335.008,855.774.737.625,790797335008.0,855774737625.0
Tạm ứng từ hoạt động tổng thầu xây dựng,Tạm ứng từ hoạt động tổng thầu xây dựng,Tạm ứng từ hoạt động tổng thầu xây dựng,539.215.154.107,417.955.827.622,539215154107.0,417955827622.0
Tạm ứng từ hợp đồng cho thuê căn hộ dài hạn,Tạm ứng từ hợp đồng cho thuê căn hộ dài hạn,Tạm ứng từ hợp đồng cho thuê căn hộ dài hạn,-,191.433.541.758,,191433541758.0
"Tạm ứng từ hoạt động cung cấp dịch vụ nhà hàng, khách sạn","Tạm ứng từ hoạt động cung cấp dịch vụ nhà hàng, khách sạn","Tạm ứng từ hoạt động cung cấp dịch vụ nhà hàng, khách sạn",151.314.538.506,168.147.343.315,151314538506.0,168147343315.0
Tạm ứng từ hoạt động cung cấp dịch vụ bệnh viện,Tạm ứng từ hoạt động cung cấp dịch vụ bệnh viện,Tạm ứng từ hoạt động cung cấp dịch vụ bệnh viện,51.211.161.868,32.924.875.970,51211161868.0,32924875970.0
Tạm ứng từ hoạt động bán lẻ,Tạm ứng từ hoạt động bán lẻ,Tạm ứng từ hoạt động bán lẻ,22.912.607.823,10.076.804.973,22912607823.0,10076804973.0
Tạm ứng từ hoạt động cung cấp dịch vụ giáo dục và hoạt động khác,Tạm ứng từ hoạt động cung cấp dịch vụ giáo dục và hoạt động khác,Tạm ứng từ hoạt động cung cấp dịch vụ giáo dục và hoạt động khác,26.143.872.704,35.236.343.987,26143872704.0,35236343987.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,47.537.280.868.648,20.221.096.466.017,47537280868648.0,20221096466017.0
Trong đó:Người mua trả tiền trước,Trong đó:Người mua trả tiền trước,Trong đó:Người mua trả tiền trước,47.534.886.821.745,20.221.096.466.017,47534886821745.0,20221096466017.0
Các bên liên quan trả tiền trước(Thuyết minh số 37),Các bên liên quan trả tiền trước(Thuyết minh số 37),Các bên liên quan trả tiền trước(Thuyết minh số 37),2.394.046.903,-,2394046903.0,
