row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,265.501.804.717,265.501.804.717,210.0,,265501804717.0,265501804717.0
Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,211,V.3,2.800.000.200,2.800.000.200,211.0,,2800000200.0,2800000200.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,V.5,265.501.804.717,265.501.804.717,216.0,,265501804717.0,265501804717.0
Dự phòng các khoản phải thu dài hạn khó đòi,Dự phòng các khoản phải thu dài hạn khó đòi,Dự phòng các khoản phải thu dài hạn khó đòi,219,V.6,(2.800.000.200),(2.800.000.200),219.0,,-2800000200.0,-2800000200.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,12.023.640.793.136,13.117.419.985.134,220.0,,12023640793136.0,13117419985134.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,V.9,12.011.649.434.062,13.114.116.922.016,221.0,,12011649434062.0,13114116922016.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,49.642.460.748.505,48.609.014.887.619,222.0,,49642460748505.0,48609014887619.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(37.630.811.314.443),(35.494.897.965.603),223.0,,-37630811314443.0,-35494897965603.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,V.10,11.991.359.074,3.303.063.118,227.0,,11991359074.0,3303063118.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,37.323.079.176,25.654.266.955,228.0,,37323079176.0,25654266955.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(25.331.720.102),(22.351.203.837),229.0,,-25331720102.0,-22351203837.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,20.892.927.634.807,7.888.086.590.183,240.0,,20892927634807.0,7888086590183.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,V.11,20.892.927.634.807,7.888.086.590.183,242.0,,20892927634807.0,7888086590183.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,V.12,2.370.466.381.546,2.371.253.390.363,250.0,,2370466381546.0,2371253390363.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,60.000.000.000,60.000.000.000,251.0,,60000000000.0,60000000000.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,,2.139.744.434.914,2.139.744.434.914,252.0,,2139744434914.0,2139744434914.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,,235.339.048.804,235.339.048.804,253.0,,235339048804.0,235339048804.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(64.617.102.172),(63.830.093.355),254.0,,-64617102172.0,-63830093355.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,382.314.064.504,523.816.524.270,260.0,,382314064504.0,523816524270.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,V.8,74.281.523.344,92.414.147.543,261.0,,74281523344.0,92414147543.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,V.13,308.032.541.160,431.402.376.727,262.0,,308032541160.0,431402376727.0
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,270,,76.499.813.454.725,66.723.648.646.468,270.0,,76499813454725.0,66723648646468.0
