row_label_raw,row_label_full,Khoản mục > 01/01/2023 > - Lãi trong năm,Vốn góp của chủ sở hữu VND > 21.771.732.360.000 > -,Thặng dư vốn cổ phần VND > 14.602.790.587 > -,Cổ phiếu quỹ VND > (2.918.680.000) > -,Quỹ đầu tư phát triển VND > 6.034.593.641.645 > -,Lợi nhuận sau thuế chưa phân phối VND > 15.539.980.098.017 > 7.162.723.264.439,Tổng cộng VND > 43.357.990.210.249 > 7.162.723.264.439,numeric__Vốn góp của chủ sở hữu VND > 21.771.732.360.000 > -,numeric__Thặng dư vốn cổ phần VND > 14.602.790.587 > -,numeric__Cổ phiếu quỹ VND > (2.918.680.000) > -,numeric__Quỹ đầu tư phát triển VND > 6.034.593.641.645 > -,numeric__Lợi nhuận sau thuế chưa phân phối VND > 15.539.980.098.017 > 7.162.723.264.439,numeric__Tổng cộng VND > 43.357.990.210.249 > 7.162.723.264.439
- Trích quỹ Khen thưởng phúc lợi,- Trích quỹ Khen thưởng phúc lợi,- Trích quỹ Khen thưởng phúc lợi,-,-,-,-,(715.116.900.000),(715.116.900.000),,,,,-715116900000.0,-715116900000.0
- Trích quỹ Thường Ban điều hành,- Trích quỹ Thường Ban điều hành,- Trích quỹ Thường Ban điều hành,-,-,-,-,(2.829.352.500),(2.829.352.500),,,,,-2829352500.0,-2829352500.0
31/12/2023,31/12/2023,31/12/2023,21.771.732.360.000,14.602.790.587,(2.918.680.000),6.034.593.641.645,21.984.757.109.956,49.802.767.222.188,21771732360000.0,14602790587.0,-2918680000.0,6034593641645.0,21984757109956.0,49802767222188.0
01/01/2024,01/01/2024,01/01/2024,21.771.732.360.000,14.602.790.587,(2.918.680.000),6.034.593.641.645,21.984.757.109.956,49.802.767.222.188,21771732360000.0,14602790587.0,-2918680000.0,6034593641645.0,21984757109956.0,49802767222188.0
- Lãi trong năm,- Lãi trong năm,- Lãi trong năm,-,-,-,-,10.253.061.710.515,10.253.061.710.515,,,,,10253061710515.0,10253061710515.0
- Trích quỹ Khen thưởng phúc lợi,- Trích quỹ Khen thưởng phúc lợi,- Trích quỹ Khen thưởng phúc lợi,-,-,-,-,(789.822.600.000),(789.822.600.000),,,,,-789822600000.0,-789822600000.0
- Trích quỹ Thường Ban điều hành,- Trích quỹ Thường Ban điều hành,- Trích quỹ Thường Ban điều hành,-,-,-,-,(3.141.331.200),(3.141.331.200),,,,,-3141331200.0,-3141331200.0
31/12/2024,31/12/2024,31/12/2024,21.771.732.360.000,14.602.790.587,(2.918.680.000),6.034.593.641.645,31.444.854.889.271,59.262.865.001.503,21771732360000.0,14602790587.0,-2918680000.0,6034593641645.0,31444854889271.0,59262865001503.0
