row_label_raw,row_label_full,col_0,31/12/2024 > Giá trịVND,31/12/2024 > Số có khả năngtrả nợVND,01/01/2024 > Giá trịVND,01/01/2024 > Số có khả năngtrả nợVND,numeric__31/12/2024 > Giá trịVND,numeric__31/12/2024 > Số có khả năngtrả nợVND,numeric__01/01/2024 > Giá trịVND,numeric__01/01/2024 > Số có khả năngtrả nợVND
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,7.909.090.273,7.909.090.273,8.718.447.343,8.718.447.343,7909090273.0,7909090273.0,8718447343.0,8718447343.0
- Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,- Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,- Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,5.091.784.600,5.091.784.600,4.107.352.236,4.107.352.236,5091784600.0,5091784600.0,4107352236.0,4107352236.0
- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,2.629.015.264,2.629.015.264,3.561.793.468,3.561.793.468,2629015264.0,2629015264.0,3561793468.0,3561793468.0
- Công ty Cổ phần Vận tải Hàng không Miền Nam,- Công ty Cổ phần Vận tải Hàng không Miền Nam,- Công ty Cổ phần Vận tải Hàng không Miền Nam,169.474.495,169.474.495,1.002.105.640,1.002.105.640,169474495.0,169474495.0,1002105640.0,1002105640.0
- Công ty Cổ phần Thương mại Hàng không Miền Nam,- Công ty Cổ phần Thương mại Hàng không Miền Nam,- Công ty Cổ phần Thương mại Hàng không Miền Nam,14.128.362,14.128.362,47.195.999,47.195.999,14128362.0,14128362.0,47195999.0,47195999.0
- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,4.687.552,4.687.552,-,-,4687552.0,4687552.0,,
Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,1.676.067.198.463,1.676.067.198.463,1.179.471.542.788,1.179.471.542.788,1676067198463.0,1676067198463.0,1179471542788.0,1179471542788.0
- Công ty Cổ Phần Hệ thống Công nghệ ETC,- Công ty Cổ Phần Hệ thống Công nghệ ETC,- Công ty Cổ Phần Hệ thống Công nghệ ETC,288.560.309.500,288.560.309.500,1.791.728.000,1.791.728.000,288560309500.0,288560309500.0,1791728000.0,1791728000.0
- Tổng Công ty Xây dựng số 1 - CTCP,- Tổng Công ty Xây dựng số 1 - CTCP,- Tổng Công ty Xây dựng số 1 - CTCP,230.214.721.362,230.214.721.362,-,-,230214721362.0,230214721362.0,,
- Tổng Công ty Xây dựng Công trình Hàng không ACC,- Tổng Công ty Xây dựng Công trình Hàng không ACC,- Tổng Công ty Xây dựng Công trình Hàng không ACC,45.079.678.540,45.079.678.540,149.358.889.577,149.358.889.577,45079678540.0,45079678540.0,149358889577.0,149358889577.0
- New Asia Wave International Pte. Ltd,- New Asia Wave International Pte. Ltd,- New Asia Wave International Pte. Ltd,2.340.640.748,2.340.640.748,204.386.925.518,204.386.925.518,2340640748.0,2340640748.0,204386925518.0,204386925518.0
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,1.109.871.848.313,1.109.871.848.313,823.933.999.693,823.933.999.693,1109871848313.0,1109871848313.0,823933999693.0,823933999693.0
Cộng,Cộng,Cộng,1.683.976.288.736,1.683.976.288.736,1.188.189.990.131,1.188.189.990.131,1683976288736.0,1683976288736.0,1188189990131.0,1188189990131.0
