row_label_raw,row_label_full,Công ty TNHH MM Mega Market (Việt Nam),31/12/2025 > 4.133.194.509,01/01/2025 > 2.425.205.350,numeric__31/12/2025 > 4.133.194.509,numeric__01/01/2025 > 2.425.205.350
Công ty TNHH Dịch vụ EB,Công ty TNHH Dịch vụ EB,Công ty TNHH Dịch vụ EB,4.475.723.797,3.572.691.012,4475723797.0,3572691012.0
Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,99.014.855.311,101.706.599.240,99014855311.0,101706599240.0
Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,62.919.592.328,59.877.172.747,62919592328.0,59877172747.0
Công ty TNHH Frieslandcampina Hà Nam,Công ty TNHH Frieslandcampina Hà Nam,Công ty TNHH Frieslandcampina Hà Nam,4.491.099.000,-,4491099000.0,
Công ty TNHH Frieslandcampina Việt Nam,Công ty TNHH Frieslandcampina Việt Nam,Công ty TNHH Frieslandcampina Việt Nam,10.905.840.000,7.673.925.000,10905840000.0,7673925000.0
Công ty CP Thực phẩm Dinh Dương Nutifood Bình,Công ty CP Thực phẩm Dinh Dương Nutifood Bình,Công ty CP Thực phẩm Dinh Dương Nutifood Bình,15.553.671.300,-,15553671300.0,
Công ty CP Thực phẩm Dinh Dương Nutifood,Công ty CP Thực phẩm Dinh Dương Nutifood,Công ty CP Thực phẩm Dinh Dương Nutifood,-,22.923.915.000,,22923915000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,139.005.950.839,146.256.086.728,139005950839.0,146256086728.0
Cộng,Cộng,Cộng,340.499.927.084,344.435.595.077,340499927084.0,344435595077.0
