row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm (trích lập quỹ) > Giảm trong năm,Năm 2025 > 171.836.153.043 > - > 21.507.338.708,Năm 2024 > 182.466.853.513 > - > 10.630.700.470,numeric__Năm 2025 > 171.836.153.043 > - > 21.507.338.708,numeric__Năm 2024 > 182.466.853.513 > - > 10.630.700.470
- Hoàn nhập trích quỹ,- Hoàn nhập trích quỹ,- Hoàn nhập trích quỹ,9.244.555.462,-,9244555462.0,
- Chi phí cho hoạt động khoa học và công nghệ,- Chi phí cho hoạt động khoa học và công nghệ,- Chi phí cho hoạt động khoa học và công nghệ,12.262.783.246,-,12262783246.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,150.328.814.335,171.836.153.043,150328814335.0,171836153043.0
