row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải thu,Phải nộp,Phải nộp,Thực nộp,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,20.065.262.963,442.657.409.103,432.182.497.812,-,30.540.174.254,,20065262963.0,442657409103.0,432182497812.0,,30540174254.0
Thuế GTGT hàng NK,Thuế GTGT hàng NK,Thuế GTGT hàng NK,-,-,8.276.796.061,8.276.796.061,-,-,,,8276796061.0,8276796061.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,14.127.097.947,249.643.607.093,241.490.642.926,-,22.280.062.114,,14127097947.0,249643607093.0,241490642926.0,,22280062114.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,-,426.055.102,426.055.102,-,-,,,426055102.0,426055102.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,123.942.046.653,295.415.431.865,272.732.184.401,-,146.625.294.117,,123942046653.0,295415431865.0,272732184401.0,,146625294117.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,53.674.995,57.862.143.522,57.872.223.380,-,43.595.137,,53674995.0,57862143522.0,57872223380.0,,43595137.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,173.484.750,2.319.675.009,2.299.968.569,-,193.191.190,,173484750.0,2319675009.0,2299968569.0,,193191190.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",38.219.082,-,2.719.648.825,2.681.429.743,-,-,38219082.0,,2719648825.0,2681429743.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,52.238.679,1.802.520.955,1.824.686.329,1.931.070,32.004.375,,52238679.0,1802520955.0,1824686329.0,1931070.0,32004375.0
Phí và lệ phí,Phí và lệ phí,Phí và lệ phí,-,10.853.250,180.960.750,180.207.250,-,11.606.750,,10853250.0,180960750.0,180207250.0,,11606750.0
Cộng,Cộng,Cộng,38.219.082,158.424.659.237,1.061.304.248.285,1.019.966.691.573,1.931.070,199.725.927.937,38219082.0,158424659237.0,1061304248285.0,1019966691573.0,1931070.0,199725927937.0
