row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
,,,GócVND,LãiVND,GócVND,LãiVND,,,,
Công ty Cổ phần Sơnvà Chất phủ Hòa Bình -công ty con,Công ty Cổ phần Sơnvà Chất phủ Hòa Bình -công ty con,Công ty Cổ phần Sơnvà Chất phủ Hòa Bình -công ty con,7.000.000.000,614.178.083,7.000.000.000,503.424.659,7000000000.0,614178083.0,7000000000.0,503424659.0
Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình- công ty con,Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình- công ty con,Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình- công ty con,131.006.747.594,8.444.676.844,10.000.000.000,-,131006747594.0,8444676844.0,10000000000.0,
,,,138.006.747.594,9.058.854.927,17.000.000.000,503.424.659,138006747594.0,9058854927.0,17000000000.0,503424659.0
,,,,,31/12/2024VND,01/01/2024VND,,,,
5.21 Dự phòng phải trảNgắn hạnDự phòng bảo hành công trình xây dựng,5.21 Dự phòng phải trảNgắn hạnDự phòng bảo hành công trình xây dựng,5.21 Dự phòng phải trảNgắn hạnDự phòng bảo hành công trình xây dựng,,,72.313.743.908,48.531.665.815,,,72313743908.0,48531665815.0
,,,,,72.313.743.908,48.531.665.815,,,72313743908.0,48531665815.0
Dải hạnDự phòng bảo hành công trình xây dựng,Dải hạnDự phòng bảo hành công trình xây dựng,Dải hạnDự phòng bảo hành công trình xây dựng,,,146.430.305.574,177.324.181.844,,,146430305574.0,177324181844.0
Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc,,,14.959.025.000,18.041.141.667,,,14959025000.0,18041141667.0
,,,,,161.389.330.574,195.365.323.511,,,161389330574.0,195365323511.0
