row_label_raw,row_label_full,CHỈ TIẾU,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,1.170.811.030.019,1.363.570.055.781,200.0,,1170811030019.0,1363570055781.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,145.771.292.140,270.529.934.752,210.0,,145771292140.0,270529934752.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,-,-,211.0,,,
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,-,-,212.0,,,
3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,213.0,,,
4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,214,,-,-,214.0,,,
5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,215,,-,-,215.0,,,
6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,5.6,145.771.292.140,270.529.934.752,216.0,56.0,145771292140.0,270529934752.0
7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,219,5.7,-,-,219.0,57.0,,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,543.897.872.842,564.815.994.753,220.0,,543897872842.0,564815994753.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.11,503.785.100.855,524.338.635.275,221.0,511.0,503785100855.0,524338635275.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.474.368.230.252,1.871.617.023.628,222.0,,1474368230252.0,1871617023628.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(970.583.129.397),(1.347.278.388.353),223.0,,-970583129397.0,-1347278388353.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,,-,-,224.0,,,
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,-,-,225.0,,,
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,226,,-,-,226.0,,,
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,5.12,40.112.771.987,40.477.359.478,227.0,512.0,40112771987.0,40477359478.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,60.417.025.806,60.317.025.806,228.0,,60417025806.0,60317025806.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(20.304.253.819),(19.839.666.328),229.0,,-20304253819.0,-19839666328.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,,-,-,230.0,,,
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,-,-,231.0,,,
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,-,-,232.0,,,
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,5.10,37.455.839.317,37.455.839.317,240.0,510.0,37455839317.0,37455839317.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,241.0,,,
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,37.455.839.317,37.455.839.317,242.0,,37455839317.0,37455839317.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,5.12,381.441.808.163,402.328.282.929,250.0,512.0,381441808163.0,402328282929.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,720.102.995.795,737.949.088.062,251.0,,720102995795.0,737949088062.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,91.000.000.000,145.402.520.000,252.0,,91000000000.0,145402520000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,39.227.400.000,39.227.400.000,253.0,,39227400000.0,39227400000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(470.888.587.632),(522.250.725.133),254.0,,-470888587632.0,-522250725133.0
5. Đầu tư nằm giữ đến ngày đáo hạn,5. Đầu tư nằm giữ đến ngày đáo hạn,5. Đầu tư nằm giữ đến ngày đáo hạn,255,,2.000.000.000,2.000.000.000,255.0,,2000000000.0,2000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,62.244.217.557,88.440.004.030,260.0,,62244217557.0,88440004030.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.13,59.252.412.557,84.831.775.697,261.0,513.0,59252412557.0,84831775697.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,2.991.805.000,3.608.228.333,262.0,,2991805000.0,3608228333.0
"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,-,-,263.0,,,
4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,268,,-,-,268.0,,,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,14.485.791.029.310,14.609.701.956.080,270.0,,14485791029310.0,14609701956080.0
