row_label_raw,row_label_full,- Đầu tư vào đơn vị khác > Công ty CP Du lịch Hòa Bình Việt Nam,31/12/2024 > Giá gốcVND > 39.227.400.000 > 21.405.000.000,31/12/2024 > Dự phòngVND > (14.090.372.798) > -,31/12/2024 > Giá trị hợp lý (*)VND > - > Chưa xác định,01/01/2024 > Giá gốcVND > 39.227.400.000 > 21.405.000.000,01/01/2024 > Dự phòngVND > (18.063.143.919) > (5.312.299.420),01/01/2024 > Giá trị hợp lý (*)VND > - > Chưa xác định,numeric__31/12/2024 > Giá gốcVND > 39.227.400.000 > 21.405.000.000,numeric__31/12/2024 > Dự phòngVND > (14.090.372.798) > -,numeric__31/12/2024 > Giá trị hợp lý (*)VND > - > Chưa xác định,numeric__01/01/2024 > Giá gốcVND > 39.227.400.000 > 21.405.000.000,numeric__01/01/2024 > Dự phòngVND > (18.063.143.919) > (5.312.299.420),numeric__01/01/2024 > Giá trị hợp lý (*)VND > - > Chưa xác định
Công ty CP Sài Gòn - Rach Giá,Công ty CP Sài Gòn - Rach Giá,Công ty CP Sài Gòn - Rach Giá,13.637.400.000,(13.635.758.080),Chưa xác định,13.637.400.000,(12.750.844.499),Chưa xác định,13637400000.0,-13635758080.0,,13637400000.0,-12750844499.0,
Công ty CP Jesco Asia,Công ty CP Jesco Asia,Công ty CP Jesco Asia,4.185.000.000,(454.614.718),Chưa xác định,4.185.000.000,-,Chưa xác định,4185000000.0,-454614718.0,,4185000000.0,,
,,,850.330.395.795,(470.888.587.631),-,922.579.008.062,(522.250.725.133),-,850330395795.0,-470888587631.0,,922579008062.0,-522250725133.0,
