row_label_raw,row_label_full,col_0,Mã số,31/12/2024VND,31/12/2023VND,numeric__Mã số,numeric__31/12/2024VND,numeric__31/12/2023VND
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,2.251.182.365.872,2.499.684.549.901,131.0,2251182365872.0,2499684549901.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,814.180.524.674,615.935.434.019,132.0,814180524674.0,615935434019.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,882.291.336.218,1.469.649.226.921,136.0,882291336218.0,1469649226921.0
Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,311,2.327.232.849.026,2.214.318.724.969,311.0,2327232849026.0,2214318724969.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,862.721.189.828,971.975.513.489,312.0,862721189828.0,971975513489.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,82.339.774.129,65.120.454.601,319.0,82339774129.0,65120454601.0
