row_label_raw,row_label_full,STT > 253,TÊN NHÀ CUNG CÁP > CÔNG TY CP ĐỊCH VỤ BẢO VỆ AN NINH ASC VIỆT NAM,TẠI 31/12/2024 > 3.041.211.760,numeric__TÊN NHÀ CUNG CÁP > CÔNG TY CP ĐỊCH VỤ BẢO VỆ AN NINH ASC VIỆT NAM,numeric__TẠI 31/12/2024 > 3.041.211.760
254,254,254,CÔNG TY CP THIẾT BI XD&TM HDP,3.038.793.089,,3038793089.0
255,255,255,CÔNG TY TNHH SAN LẬP VÀ XÃY DỰNG LÊ NGUYÊN,3.035.688.478,,3035688478.0
256,256,256,CÔNG TY CP KIỂM ĐỊNH XÃY DỰNG SẠI GÒN,3.019.687.081,,3019687081.0
257,257,257,CÔNG TY CỔ PHẦN VINH VƯỢNG,2.993.621.454,,2993621454.0
258,258,258,CÔNG TY TNHH THƯƠNG MẠI VÀ XÃY DỰNG AN MINH HƯNG,2.988.129.157,,2988129157.0
259,259,259,CÔNG TY CỔ PHẦN XÃY DỰNG VÀ CƠ ĐIỆN MINH PHỨC,2.973.220.482,,2973220482.0
260,260,260,CÔNG TY TNHH XÃY DỰNG GREEN FUTURE,2.955.941.795,,2955941795.0
261,261,261,CÔNG TY TNHH THẾP TRẢNG,2.953.637.878,,2953637878.0
262,262,262,CÔNG TY HOÀNG ANH (TNHH),2.894.610.100,,2894610100.0
263,263,263,CÔNG TY CP THIẾT BỊ CÔNG NGHIỆP VÀ THƯƠNG MẠI ANH SƠN,2.891.419.213,,2891419213.0
264,264,264,CÔNG TY CỔ PHẦN ĐẦU TƯ' MTN VIỆT NAM,2.885.999.879,,2885999879.0
265,265,265,CÔNG TY TNHH THI CÔNG XÃY DỰNG HD,2.878.200.748,,2878200748.0
266,266,266,CÔNG TY TNHH VINA-SANWA,2.865.385.910,,2865385910.0
267,267,267,CÔNG TY CP LIÊN SƠN THẢNG LONG,2.864.918.831,,2864918831.0
268,268,268,CÔNG TY TNHH TRANG TRÍ ĐIỀU KHẮC THÀNH PHONG,2.858.684.581,,2858684581.0
269,269,269,CÔNG TY TNHH XÃY DỰNG KIM NGỌC THANH HÓA,2.856.161.068,,2856161068.0
270,270,270,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT ĐỊCH VỤ TÂN TÍN PHẤT,2.850.134.805,,2850134805.0
271,271,271,CÔNG TY CP CƠ ĐIỆN KDG VIỆT NAM,2.849.995.975,,2849995975.0
272,272,272,CÔNG TY CP XÃY DỰNG HDB,2.849.308.595,,2849308595.0
273,273,273,CÔNG TY TNHH XÃY DỰNG VÀ ĐỊCH VỤ PHONG KIỆT,2.845.953.614,,2845953614.0
274,274,274,CÔNG TY TNHH MTV XÃY DỰNG HÙNG TÍNH PHẤT,2.845.881.154,,2845881154.0
275,275,275,CÔNG TY TNHH ĐẦU TƯ' XÃY DỰNG THƯƠNG MẠI PHỨC KHANG PHẤT,2.842.546.259,,2842546259.0
276,276,276,CÔNG TY TNHH THƯƠNG MẠI XÃY DỰNG KIM Ỹ,2.841.350.590,,2841350590.0
277,277,277,CÔNG TY TNHH TM.DV GMT,2.837.961.954,,2837961954.0
278,278,278,CÔNG TY TNHH ĐẦU TƯ' VÀ THƯƠNG MẠI ĐẠI VŨ I.C.T,2.828.963.017,,2828963017.0
279,279,279,CÔNG TY TNHH XÃY DỰNG VÀ THƯƠNG MẠI NHÂN GIA,2.821.035.442,,2821035442.0
280,280,280,CÔNG TY CP TM VÀ XD PHÚ ĐỨC,2.813.295.438,,2813295438.0
281,281,281,CÔNG TY TNHH TM DV ĐIỆN THÔNG TRƯỜNG THÌNH,2.811.147.470,,2811147470.0
282,282,282,CÔNG TY TNHH TM VÀ SX TUỒNG VIỆT,2.807.687.232,,2807687232.0
283,283,283,CÔNG TY TNHH TM VÀ DV PHÚ HUNG THÌNH,2.786.930.798,,2786930798.0
284,284,284,CÔNG TY CỔ PHẦN ĐẦU TƯ' SẢN XUẤT LÊ TRẦN,2.758.830.803,,2758830803.0
285,285,285,CÔNG TY TNHH TM XD VÀ TƯ' VĂN ĐẦU TƯ' KIẾN PHẤT,2.701.140.610,,2701140610.0
286,286,286,CÔNG TY CP NHÀ KHUNG THẾP VÀ THIẾT B| CÔNG NGHIỆP,2.698.145.883,,2698145883.0
287,287,287,CÔNG TY CP ĐẦU TƯ' PHẤT TRIỂN VÀ ĐỊCH VỤ HÙNG PHẤT,2.697.145.580,,2697145580.0
288,288,288,CÔNG TY TNHH XD VÀ ĐO ĐẶC TIẾN PHẤT,2.682.980.362,,2682980362.0
289,289,289,CHI NHÀNH CÔNG TY CỔ PHẦN SẢN XUẤT-THƯƠNG MẠI VÀ XÃY DỰNG VIỆT HÀN TẠI TP.HCM,2.679.481.888,,2679481888.0
290,290,290,CÔNG TY CP XÃY DỰNG VÀ THIẾT B| QUANG MINH,2.677.828.748,,2677828748.0
291,291,291,CÔNG TY CP SX-TM SÀI GÒN,2.671.933.374,,2671933374.0
292,292,292,CÔNG TY CỔ PHẦN THƯƠNG MẠI THÁI HƯNG,2.669.527.249,,2669527249.0
293,293,293,CÔNG TY CỔ PHẦN ĐẦU TƯ' XÃY DỰNG VÀ THƯƠNG MẠI ANH PHẤT,2.660.744.404,,2660744404.0
294,294,294,CÔNG TY CP BỀ TỔNG ĐẢNG HÁI ĐÀ NẢNG,2.649.932.104,,2649932104.0
