row_label_raw,row_label_full,5.2,Phải thu ngắn hạn của khách hàng,31/12/2024VND,01/01/2024VND,numeric__Phải thu ngắn hạn của khách hàng,numeric__31/12/2024VND,numeric__01/01/2024VND
5.2,5.2,5.2,Bên liên quan,94.406.885.620,101.940.785.329,,94406885620.0,101940785329.0
5.2,5.2,5.2,Công ty CP Máy Xây dựng Matec,-,8.932.957.511,,,8932957511.0
5.2,5.2,5.2,Công ty CP Tiến phát Sanyo Homes,94.406.885.620,93.007.827.818,,94406885620.0,93007827818.0
5.2,5.2,5.2,Bên khác,6.171.147.183.013,7.107.095.927.340,,6171147183013.0,7107095927340.0
5.2,5.2,5.2,Công ty CP Máy Xây dựng Matec,79.550.010.815,-,,79550010815.0,
5.2,5.2,5.2,Công ty CP Gamuda Land (HCMC),346.793.401.225,338.023.023.966,,346793401225.0,338023023966.0
5.2,5.2,5.2,Công ty CP Terra Gold Việt Nam,224.463.119.282,310.178.119.282,,224463119282.0,310178119282.0
5.2,5.2,5.2,Công ty CP Tập đoàn Sunshine,284.591.967.072,293.934.434.420,,284591967072.0,293934434420.0
5.2,5.2,5.2,Công ty CP Vinhomes,177.184.539.798,239.476.458.425,,177184539798.0,239476458425.0
5.2,5.2,5.2,Công ty CP Tập đoàn Ecopark,240.202.628.075,376.394.808.738,,240202628075.0,376394808738.0
5.2,5.2,5.2,Công ty TNHH Thành phố Aqua,171.107.561.174,174.996.338.301,,171107561174.0,174996338301.0
5.2,5.2,5.2,Công ty CP Đầu tư Địa Óc Phú Lộc,100.489.487.818,192.305.130.522,,100489487818.0,192305130522.0
5.2,5.2,5.2,Công ty CP Đầu tư Phát triển và Xây dựng Thành Đô,68.160.659.037,68.160.659.037,,68160659037.0,68160659037.0
5.2,5.2,5.2,Công ty TNHH Xây dựng dân dụng Phú Quốc,144.089.515.115,140.214.242.649,,144089515115.0,140214242649.0
5.2,5.2,5.2,Công ty CP Bất động sản tập đoàn Tân Á Đại Thành - Meyland,122.429.651.632,190.223.075.940,,122429651632.0,190223075940.0
5.2,5.2,5.2,Công ty TNHH Carava Resort,77.905.132.171,138.227.360.767,,77905132171.0,138227360767.0
5.2,5.2,5.2,Các Khách hàng khác,4.134.179.509.799,4.644.962.275.293,,4134179509799.0,4644962275293.0
,,,,6.265.554.068.633,7.209.036.712.669,,6265554068633.0,7209036712669.0
,,,Dự phòng phải thu khó đòi,(892.158.044.111),(1.253.946.788.698),,-892158044111.0,-1253946788698.0
,,,Giá trị thuần,5.373.396.024.522,5.955.089.923.971,,5373396024522.0,5955089923971.0
