row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2024,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2024
591,591,591,CÔNG TY TNHH XÃY DỰNG ĐỊA CHẤT KHOẢNG SẢN VĨNH AN,1.163.660.696,,1163660696.0
592,592,592,CÔNG TY TNHH CƠ ĐIỆN TOÀN PHỨC,1.158.024.102,,1158024102.0
593,593,593,CÔNG TY TNHH THƯƠNG MAI DỊCH VƯ PHẤT ĐẠI TUẤN,1.152.899.464,,1152899464.0
594,594,594,CÔNG TY CỔ PHẦN ĐẦU TƯ NGỐI SAO MĚKÔNG,1.145.036.005,,1145036005.0
595,595,595,CÔNG TY TNHH THƯƠNG MAI DỊCH VỤ KỸ THUẠT XÃY DỰNG AN PHẤT,1.142.821.211,,1142821211.0
596,596,596,CÔNG TY TNHH MỘT THÀNH VIÊN SMARTDOOR 168,1.132.780.893,,1132780893.0
597,597,597,CÔNG TY TNHH TƯ VĂN ĐẦU TƯ BẮT ĐỘNG SẢN HƯƠNG THÌNH,1.132.769.041,,1132769041.0
598,598,598,CÔNG TY TNHH MTV XD VÀ TM NAM HỒA THẢNG,1.132.353.578,,1132353578.0
599,599,599,CÔNG TY TNHH XÃY DỰNG THƯƠNG MAI PHẤT TRIỂN VIỆT THÀNH CÔNG,1.129.165.539,,1129165539.0
600,600,600,CÔNG TY TNHH XÃY DỰNG THƯƠNG MAI VIỆT LÂM ANH,1.128.145.948,,1128145948.0
601,601,601,CÔNG TY TNHH ĐẦU TƯ PHẤT TRIỂN VÀ KINH ĐOANH XÃY DỰNG TIẾN THÀNH,1.127.965.977,,1127965977.0
602,602,602,CÔNG TY TNHH TM DV DÃY CÁP ĐIỆN AN LỢC,1.127.635.080,,1127635080.0
603,603,603,CÔNG TY TNHH ĐẦU TƯ XÃY DỰNG AN SƠN,1.125.774.509,,1125774509.0
604,604,604,CÔNG TY CỔ PHẦN CÔNG NGHỆ DHL VIỆT NAM,1.123.372.687,,1123372687.0
605,605,605,CÔNG TY TNHH TM VÀ DV GIA AN PHỨC,1.119.966.736,,1119966736.0
606,606,606,DNTN RANG ĐỒNG AN PHƯỚC,1.117.481.000,,1117481000.0
607,607,607,CÔNG TY CỔ PHẦN PHẤT TRIỂN HẠ TÀNG VÀ THƯƠNG MAI HOÀNG KIM,1.117.017.480,,1117017480.0
608,608,608,CÔNG TY TNHH HÃI LONG VIỆT NAM,1.116.122.780,,1116122780.0
609,609,609,CÔNG TY CP XÃY DỰNG TẠP ĐOÀN ĐẠI DƯƠNG,1.114.715.486,,1114715486.0
610,610,610,CÔNG TY TRÁCH NHIỆM HỮU HẠN THẾP QSB,1.108.650.653,,1108650653.0
611,611,611,CÔNG TY CỔ PHẦN XÃY DỰNG TRANGTRỊ NỘI THẤT LẠC HỒNG,1.107.025.581,,1107025581.0
612,612,612,CÔNG TY CP ĐẦU TƯ VÀ XÃY LẬP CONSTREXIM SỐ 8,1.106.336.318,,1106336318.0
613,613,613,CÔNG TY TNHH ĐẦU TƯ XÃY DỰNG VÀ THƯƠNG MAI HUYÊN TRANG,1.103.853.169,,1103853169.0
614,614,614,CÔNG TY TNHH XÃY DỰNG VÀ TRANG TRÍ NỘI THẤT THANH DỰ,1.103.809.961,,1103809961.0
615,615,615,CÔNG TY CỔ PHẦN ĐẦU TƯ XÃY DỰNG KOSHU VIỆT NAM,1.103.493.285,,1103493285.0
616,616,616,CÔNG TY TNHH VẬT LIỆU XÃY DỰNG GIA HUY,1.101.524.995,,1101524995.0
617,617,617,CÔNG TY TNHH ĐẦU TƯ VÀ TM VẬT LIỆU XÃY DỰNG THÀNH PHẤT,1.098.132.472,,1098132472.0
618,618,618,CÔNG TY CỔ PHẦN ĐẦU TƯ TƯ TM SMC,1.098.119.110,,1098119110.0
619,619,619,CÔNG TY TNHH NHIÊN LIỆU XANH,1.096.956.923,,1096956923.0
620,620,620,CÔNG TY CỔ PHẦN KỸ THUẠT CÔNG NGHIỆP Á CHẦU,1.096.558.600,,1096558600.0
621,621,621,CÔNG TY TNHH XÃY DỰNG BẢO ANH VINH,1.094.779.982,,1094779982.0
622,622,622,CÔNG TY TNHH CHẾ BIỂN LÂM SẢN VÀ XÃY DỰNG TÂM HƯƠNG PHẤT,1.084.203.241,,1084203241.0
623,623,623,CÔNG TY TNHH ĐẦU TƯ VÀ PHẤT TRIỂN A.C WOOD VIỆT NAM,1.078.193.832,,1078193832.0
624,624,624,CÔNG TY TNHH XÃY DỰNG VÀ VẠN TẢI THÀNH NHỮT KIỂN GIANG,1.076.351.204,,1076351204.0
625,625,625,CÔNG TY CỔ PHẦN KỸ THUẠT XÃY DỰNG PHỦ MỸ,1.076.086.943,,1076086943.0
626,626,626,CÔNG TY TNHH HORMANN VIỆT NAM,1.069.144.926,,1069144926.0
627,627,627,CÔNG TY TNHH ĐẦU TƯ XÃY DỰNG CƠ KHỈ THÀNH AN,1.068.504.600,,1068504600.0
628,628,628,CÔNG TY CỔ PHẦN HỒA CHẤT XÃY DỰNG VÀ HẠ TÀNG KỸ THUẠT HÀ NỘI,1.063.946.106,,1063946106.0
629,629,629,CÔNG TY TNHH TƯ VĂN XÃY DỰNG VÀ NỘI THẤT BIỂN ĐỒNG,1.062.647.952,,1062647952.0
630,630,630,CÔNG TY TNHH MTV XD ĐO ĐẠC TM MANH TRƯỜNG AN,1.060.587.669,,1060587669.0
