row_label_raw,row_label_full,STT > 211,TÊN NHÀ CUNG CÁP > CÔNG TY TNHH KUMKANG KIND VIỆT NAM,TẠI 31/12/2024 > 3.676.473.505,numeric__TÊN NHÀ CUNG CÁP > CÔNG TY TNHH KUMKANG KIND VIỆT NAM,numeric__TẠI 31/12/2024 > 3.676.473.505
212,212,212,CÔNG TY CP XD CƠ ĐIEN VÀ TM MANH TIẾN,3.659.133.991,,3659133991.0
213,213,213,CÔNG TY TNHH CƠ KHÍ SƠN TRẦN,3.650.519.123,,3650519123.0
214,214,214,CÔNG TY TNHH THI CÔNG VÀ XÂY DỰNG CÔNG TRÌNH AN BÌNH,3.603.644.140,,3603644140.0
215,215,215,CÔNG TY TNHH XÂY DỰNG VÀ VẠN TÀI PHỦ PHƯƠNG,3.577.863.134,,3577863134.0
216,216,216,CÔNG TY CP LECMAX SÀI GÒN,3.566.819.559,,3566819559.0
217,217,217,CÔNG TY TNHH XÂY DỰNG BÌNH ĐÌNH,3.566.415.706,,3566415706.0
218,218,218,CÔNG TY CP QH PLUS,3.560.631.682,,3560631682.0
219,219,219,CÔNG TY TNHH TƯ VĂN XÂY DỰNG HỒ BƠI GIA HƯNG SÀI GÒN,3.554.340.089,,3554340089.0
220,220,220,CÔNG TY CỔ PHẦN XÂY DỰNG NGỌC THU TNT,3.553.004.422,,3553004422.0
221,221,221,CÔNG TY TNHH MINH TÂM QUẢNG NINH,3.551.572.300,,3551572300.0
222,222,222,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG PHONG VINH,3.550.981.135,,3550981135.0
223,223,223,CÔNG TY TNHH GIẢI PHÁP CẦU THÁP,3.535.475.683,,3535475683.0
224,224,224,CÔNG TY TNHH HÒA CHẮT XÂY DỰNG VÀ BỀ TỔNG TRỘNG KHOA,3.534.047.856,,3534047856.0
225,225,225,CÔNG TY CỔ PHẦN ĐẦU TƯ SẢN XUẤT THƯƠNG MAI NGỜI SAO PHƯƠNG NAM,3.523.991.991,,3523991991.0
226,226,226,CÔNG TY TNHH PHẤT TRIỂN XÂY DỰNG ĐỒNG TÂM,3.523.646.209,,3523646209.0
227,227,227,CÔNG TY TNHH DỊCH VỤ THƯƠNG MAI XÂY DỰNG TRUNG NAM PHẤT,3.484.096.901,,3484096901.0
228,228,228,CÔNG TY TNHH KỸ THUẬT XÂY DỰNG VÀ CƠ ĐIỆN CÔNG TRÌNH ECMEC,3.478.650.521,,3478650521.0
229,229,229,CÔNG TY CỔ PHẦN DỊCH VƯ XÂY DỰNG NHẠT PHẤT,3.476.508.332,,3476508332.0
230,230,230,CÔNG TY TNHH QUY HOẠCH VÀ KIÊN TRỨC HÒA BÌNH,3.468.542.683,,3468542683.0
231,231,231,CÔNG TY TNHH BẢO HỒ LAO ĐỒNG THắng LONG,3.440.633.872,,3440633872.0
232,232,232,CÔNG TY TNHH THƯƠNG MAI VÀ SẢN XUẤT HTH VIỆT NAM,3.436.698.382,,3436698382.0
233,233,233,CÔNG TY TNHH XD VÀ TTNNT PHƯƠNG ĐỒNG,3.434.196.741,,3434196741.0
234,234,234,CÔNG TY CỔ PHẦN HHM VIỆT NAM,3.405.987.697,,3405987697.0
235,235,235,CÔNG TY TNHH XÂY DỰNG HUYỀN NGỌC,3.358.110.775,,3358110775.0
236,236,236,CÔNG TY CP KỸ THUẬT BÌNH SƠN,3.352.522.051,,3352522051.0
237,237,237,CÔNG TY TNHH MTV ANH PHẤT PHЬ QUỐC,3.337.613.619,,3337613619.0
238,238,238,CÔNG TY TNHH KỸ THUẬT XÂY DỰNG ĐỒNG PHONG (VIỆT NAM),3.333.170.734,,3333170734.0
239,239,239,CÔNG TY TNHH ĐÌNH AN HOẢNG MAI,3.312.227.094,,3312227094.0
240,240,240,CÔNG TY LUẬT TNHH PHS VÀ HN,3.309.885.071,,3309885071.0
241,241,241,CÔNG TY TNHH TIỂN AN,3.298.964.850,,3298964850.0
242,242,242,CÔNG TY SIKA HỮU HẠN VIỆT NAM,3.295.881.487,,3295881487.0
243,243,243,CÔNG TY TNHH THIẾT BỊ ĐIỆN NUỐC PHỨC HÀ,3.243.148.801,,3243148801.0
244,244,244,CÔNG TY CỔ PHẦN VẬT LIỆU VÀ XÂY DỰNG HOẢNG TÂM,3.203.294.106,,3203294106.0
245,245,245,CÔNG TY CỔ PHẦN PCCC TÂN HỢI,3.197.945.423,,3197945423.0
246,246,246,CÔNG TY TNHH VẠN TÀI TIẾN TRƯỞNG,3.168.985.460,,3168985460.0
247,247,247,CÔNG TY TNHH SẢN XUẬT VÀ XUẬT NHẠP KHấu TRỨC LÂM,3.162.459.360,,3162459360.0
248,248,248,CÔNG TY TNHH DUY TIẾN,3.135.322.789,,3135322789.0
249,249,249,CÔNG TY TNHH DV TM - XÂY DỰNGHỒ SAO,3.124.586.973,,3124586973.0
250,250,250,CÔNG TY TNHH VẠN TÀI VÀ THƯƠNG MAI PHЬ QUANG,3.122.159.147,,3122159147.0
251,251,251,CÔNG TY CỔ PHẦN KỸ THUẬT NAM CÔNG,3.078.304.489,,3078304489.0
252,252,252,CÔNG TY TNHH SUGIKO VIỆT NAM,3.072.941.850,,3072941850.0
