row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2024,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2024
463,463,463,CÔNG TY CỔ PHẦN BỀ TỔNG HÒA CÂM - INTIMEX,1.652.342.176,,1652342176.0
464,464,464,CÔNG TY TNHH ORIENTAL SHEET PILING VIỆT NAM,1.640.740.949,,1640740949.0
465,465,465,CÔNG TY TNHH TƯ VĂN XÃY DỰNG NGUYỄN PHƯỚC,1.635.598.656,,1635598656.0
466,466,466,CÔNG TY CP XI MĂNG CÔNG NGHỆ NAM VIỆT,1.634.967.060,,1634967060.0
467,467,467,CÔNG TY TNHH TRANG TRÍ NỘI NGOẠI THẤT P&A,1.632.548.141,,1632548141.0
468,468,468,CÔNG TY TNHH MTV XÃY DỰNG TRƯỜNG THẠNH PHẤT,1.628.150.372,,1628150372.0
469,469,469,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ PHẤT TRIÊN GIA CU',1.627.659.585,,1627659585.0
470,470,470,CÔNG TY CỔ PHẦN CAPITALAND - HIÊN ĐỨC,1.624.507.056,,1624507056.0
471,471,471,CÔNG TY CỔ PHẦN TM&DV KỸ THUẬT PHỦ GIA KHÁNH,1.623.361.919,,1623361919.0
472,472,472,CÔNG TY TNHH XÃY DỰNG VÀ KIẾN TRỨC VĨNH THÁI,1.622.672.589,,1622672589.0
473,473,473,CÔNG TY CP THƯƠNG MAI VÀ KỸ THUΑT XÃY DỰNG HÙNG PHẤT,1.620.233.733,,1620233733.0
474,474,474,CÔNG TY CP XÃY LẬP VÀ DỊCH VỤ KỸ THUẬT ICD VIỆT NAM,1.619.333.223,,1619333223.0
475,475,475,CÔNG TY CỔ PHẦN CƠ ĐIỆN D2D,1.612.559.650,,1612559650.0
476,476,476,CÔNG TY CỔ PHẦN THƯƠNG MAI XÃY DỰNG PHÒNG CHÁY CHỮA CHÁY QUỐC AN,1.611.330.185,,1611330185.0
477,477,477,CÔNG TY TNHH ĐT SX VÀ DV TM NEWTECH,1.609.647.880,,1609647880.0
478,478,478,CÔNG TY TNHH THƯƠNG MAI VÀ XÃY DỰNG XUÂN TRƯỜNG,1.605.857.603,,1605857603.0
479,479,479,CÔNG TY CỔ PHẦN KỸ THUẬT NÊN MỔNG IPC,1.603.563.465,,1603563465.0
480,480,480,CÔNG TY CỔ PHẦN TƯ VĂN PHẤT TRIÊN XÃY DỰNG SÒNG HÒNG,1.602.604.464,,1602604464.0
481,481,481,CÔNG TY CP ĐẦU TƯ KHOẢNG SẢN BẮC TÂY NGUYÊN,1.602.042.500,,1602042500.0
482,482,482,CÔNG TY TNHH ĐT XD VÀ TM NKT VIỆT NAM,1.596.620.218,,1596620218.0
483,483,483,CÔNG TY CP TẠP ĐOÀN QUỐC TẾ SLAND,1.594.279.302,,1594279302.0
484,484,484,CÔNG TY CỔ PHẦN DỊCH VỤ BẢO AN QUỐC TẾ,1.588.916.371,,1588916371.0
485,485,485,CÔNG TY TNHH TM&SX QUẢN TRUNG,1.588.231.571,,1588231571.0
486,486,486,HỢP TẮC XÃ VĂN TẢI VÀ DU LỊCH THIÊN NAM LONG,1.586.317.873,,1586317873.0
487,487,487,CÔNG TY TNHH XÃY DỰNG VÀ CHÓNG THẨM THÀNH HIỆU,1.581.938.153,,1581938153.0
488,488,488,CÔNG TY TNHH SHINWOO VIỆT NAM,1.570.721.058,,1570721058.0
489,489,489,CÔNG TY CP NÊN MỔNG VÀ XÃY DỰNG ACC-BVA,1.564.384.597,,1564384597.0
490,490,490,CÔNG TY CP ĐẦU TƯ XÃY LẬP SƠN LỚC,1.563.189.585,,1563189585.0
491,491,491,CÔNG TY TNHH TUẤN BẮC,1.561.534.542,,1561534542.0
492,492,492,CÔNG TY TNHH KIÊN GIANG CITY,1.555.516.134,,1555516134.0
493,493,493,CÔNG TY TNHH MTV MY-LINK,1.553.600.456,,1553600456.0
494,494,494,CÔNG TY TNHH ĐẦU TƯ' XÃY DỰNG THƯƠNG MAI TRẦN GIA PHẤT PQ,1.550.519.358,,1550519358.0
495,495,495,CÔNG TY TNHH ĐẦU TƯ' XÃY DỰNG THƯƠNG MAI NGỌC TƯ,1.544.235.131,,1544235131.0
496,496,496,CÔNG TY TNHH KIÊN TRỨC XÃY DỰNG TRƯỜNG PHẤT,1.536.823.333,,1536823333.0
497,497,497,CÔNG TY CỔ PHẦN TƯ VĂN XÃY DỰNG MINH THU,1.529.318.359,,1529318359.0
498,498,498,CÔNG TY TNHH ĐẦU TƯ' VÀ XÃY DỰNG NGUYÊN THÀNH,1.523.784.800,,1523784800.0
499,499,499,CÔNG TY TNHH THƯƠNG MAI DỊCH VƯ C.S CONS,1.523.145.965,,1523145965.0
500,500,500,CÔNG TY TNHH SƠN HIÊN PHẮT,1.520.706.975,,1520706975.0
501,501,501,CÔNG TY CỔ PHẦN PHẤT TRIÊN ĐẦU TƯ' VÀ XÃY DỰNG PHÚ THƯỢNG,1.511.889.264,,1511889264.0
502,502,502,CÔNG TY CỔ PHẦN ĐẦU TƯ' PHƯƠNG NAM LAND,1.500.000.000,,1500000000.0
503,503,503,CÔNG TY CỔ PHẦN HOÀN THIÊN VÀ MẶT DỰNG HIASHI,1.495.650.573,,1495650573.0
504,504,504,CÔNG TY CP VLXD VÀ TRANG TRÍ NỘI THẮT TP.HCM,1.491.064.215,,1491064215.0
