row_label_raw,row_label_full,STT > 295,TÊN NHÀ CUNG CÁP > CÔNG TY TNHH TK ELEVATOR VIỆT NAM,TẠI 31/12/2024 > 2.649.633.693,numeric__TÊN NHÀ CUNG CÁP > CÔNG TY TNHH TK ELEVATOR VIỆT NAM,numeric__TẠI 31/12/2024 > 2.649.633.693
296,296,296,CÔNG TY TNHH MTV THU HƯƠNG,2.645.835.442,,2645835442.0
297,297,297,CÔNG TY CP XẢY DỰNG NSC HÀ NỘI,2.638.022.274,,2638022274.0
298,298,298,CÔNG TY TNHH TMXD KỸ THUẬT ĐẠI TIẾN PHẠT,2.612.397.120,,2612397120.0
299,299,299,CÔNG TY CỔ PHẦN ĐẦU TƯ' XẢY DỰNG & THƯƠNG MẠI VIỆT HÀ,2.610.531.857,,2610531857.0
300,300,300,CÔNG TY TNHH ĐẦU TƯ' XẢY DỰNG VŨNG TIN,2.599.122.383,,2599122383.0
301,301,301,CÔNG TY TNHH ĐẦU TƯ' XẢY LẬP & TM HAMOCO,2.598.284.393,,2598284393.0
302,302,302,CÔNG TY TNHH TM VLXD THUẬN QUANG,2.579.151.715,,2579151715.0
303,303,303,CÔNG TY CỔ PHẦN XẢY DỰNG VẠN AN TH่าง,2.576.692.807,,2576692807.0
304,304,304,CÔNG TY TNHH DỊCH VỤ LONG SEN,2.569.890.261,,2569890261.0
305,305,305,CÔNG TY TNHH CƠ KHĨ ĐẠI THÀNH ĐẠT,2.568.621.136,,2568621136.0
306,306,306,CÔNG TY CỔ PHẦN QUÁNG CẢO S.C.A,2.564.428.228,,2564428228.0
307,307,307,CÔNG TY CỔ PHẦN XẢY DỰNG VIỆT ĐẠI THÀNH,2.548.840.269,,2548840269.0
308,308,308,CÔNG TY TNHH THƯƠNG MAI VÀ SẢN XUẤT NGỌC DIỆP,2.528.584.910,,2528584910.0
309,309,309,CÔNG TY TNHH KỸ THUẬT VIỀN ĐỒNG Á,2.527.895.574,,2527895574.0
310,310,310,CÔNG TY TNHH TMDV XẢY DỰNG TCH,2.511.406.060,,2511406060.0
311,311,311,CÔNG TY TNHH DỊCH VỤ BẢO VỆ TÂN AN VIỆT,2.510.905.998,,2510905998.0
312,312,312,CÔNG TY TNHH SX-TM-DV CƠ KHÍ ABM,2.508.660.000,,2508660000.0
313,313,313,CÔNG TY TNHH XẢY DỰNG HÀ TĂNG KỸ THUẬT TOẠN TH่าง,2.507.198.645,,2507198645.0
314,314,314,CÔNG TY TNHH TỔNG HỢP NGUYỀN QUÝNH ANH,2.500.513.689,,2500513689.0
315,315,315,CÔNG TY CP DÂY CÁP ĐIỆN DAPHACO,2.483.396.520,,2483396520.0
316,316,316,CÔNG TY CỔ PHẦN LẬP MÁY ĐIỆN NUỐC VÀ XẢY DỰNG 4,2.474.177.503,,2474177503.0
317,317,317,CÔNG TY TNHH SẢN XUẤT DỊCH VỤ XUẤT NHẬP KHẦU LÊ HÃI,2.460.798.026,,2460798026.0
318,318,318,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI GM HOÀNG MỸ,2.446.523.427,,2446523427.0
319,319,319,CÔNG TY CỔ PHẦN XẢY DỰNG VÀ ĐẦU TƯ' TM VIỆT HÀN-CHI NHÁNH QUÁNG NAM,2.446.205.000,,2446205000.0
320,320,320,CÔNG TY CỔ PHẦN ĐIA KỸ THUẬT VÀ NÊN MÓNG THẠI DƯƠNG HỆ,2.443.207.128,,2443207128.0
321,321,321,CÔNG TY CỔ PHẦN ĐẦU TƯ' XẢY DỰNG CÔNG TRÌNH KIÊN TRỨC,2.433.922.379,,2433922379.0
322,322,322,CÔNG TY TNHH KỸ THUẬT XẢY DỰNG TECHCONS,2.431.094.049,,2431094049.0
323,323,323,CÔNG TY TNHH XD & DVTM T&T HOÀNG MẠI,2.426.839.528,,2426839528.0
324,324,324,CÔNG TY TNHH TM -DV A.T&T,2.424.557.326,,2424557326.0
325,325,325,CÔNG TY TNHH TM BMT PHÚ QUỐC,2.422.358.496,,2422358496.0
326,326,326,CÔNG TY TNHH ĐẮC TÍN,2.419.215.480,,2419215480.0
327,327,327,CÔNG TY TNHH GREEN FUTURE,2.413.794.199,,2413794199.0
328,328,328,CÔNG TY TNHH SX MINH SON,2.411.517.379,,2411517379.0
329,329,329,CÔNG TY TNHH VẬT LIỆU XẢY DỰNG K.U.S,2.406.033.860,,2406033860.0
330,330,330,CÔNG TY TNHH THƯƠNG MẠI THÀNH HƯNG VINA,2.400.207.320,,2400207320.0
331,331,331,CÔNG TY TNHH AN GIA PHÁT,2.395.985.797,,2395985797.0
332,332,332,CÔNG TY TNHH XẢY DỰNG HK VIỆT NAM,2.388.850.625,,2388850625.0
333,333,333,CÔNG TY CỔ PHẦN ĐẦU TƯ' XẢY DỰNG VÀ PHẠT TRIỂN PHỨC THÀNH,2.376.589.059,,2376589059.0
334,334,334,CÔNG TY CP TM &DV CUÒNG QUỐC,2.373.657.339,,2373657339.0
335,335,335,CÔNG TY TNHH HUNTER DOUGLAS INDOCHINA,2.370.591.393,,2370591393.0
336,336,336,CÔNG TY TNHH DỊCH VỤ - CƠ KHĨ - XẢY DỰNG TỪNG BÁCH,2.354.388.680,,2354388680.0
