row_label_raw,row_label_full,5.16,Người mua trả tiền trước,31/12/2024VND,01/01/2024VND,numeric__Người mua trả tiền trước,numeric__31/12/2024VND,numeric__01/01/2024VND
5.16,5.16,5.16,Bên liên quan,7.843.452.643,3.130.040.553,,7843452643.0,3130040553.0
5.16,5.16,5.16,Công ty Cổ phần Tiến Phát Sanyo Homes,7.843.452.643,3.130.040.553,,7843452643.0,3130040553.0
5.16,5.16,5.16,Bên khác,2.035.209.049.065,2.387.938.395.610,,2035209049065.0,2387938395610.0
5.16,5.16,5.16,Ngân hàng TMCP Công Thương Việt Nam,86.353.981.479,86.353.981.479,,86353981479.0,86353981479.0
5.16,5.16,5.16,Công ty TNHH Xây dựng Nam Đảo,94.514.561.117,129.950.093.279,,94514561117.0,129950093279.0
5.16,5.16,5.16,Công ty CP Đầu tư Và Khách sạn My Way Hạ Long,79.678.500.976,79.678.500.976,,79678500976.0,79678500976.0
5.16,5.16,5.16,Công ty TNHH H9BC Investment,85.401.833.452,74.167.370.054,,85401833452.0,74167370054.0
5.16,5.16,5.16,Công ty CP Xây lắp Sunshine E&C,109.568.655.669,109.568.655.669,,109568655669.0,109568655669.0
5.16,5.16,5.16,Công ty TNHH Đầu tư và Phát triển Đỏ thị Gia Lâm,10.377.163.951,50.075.588.504,,10377163951.0,50075588504.0
5.16,5.16,5.16,Công ty CP Vinhomes,69.238.216.663,72.154.314.039,,69238216663.0,72154314039.0
5.16,5.16,5.16,Công ty CP Tập đoàn Ecopark,84.002.893.647,205.973.247.302,,84002893647.0,205973247302.0
5.16,5.16,5.16,Công ty TNHH bắt động sản Đá Lạt Valley,124.129.503.014,114.129.503.014,,124129503014.0,114129503014.0
5.16,5.16,5.16,Công ty CP Đầu Tư Địa Óc Phú Lộc,-,170.155.943.842,,,170155943842.0
5.16,5.16,5.16,Công ty CP Thái - Holding,278.815.206.275,7.596.204.681,,278815206275.0,7596204681.0
5.16,5.16,5.16,Công ty TNHH OCTAVA NOVENA PROPERTY,-,71.000.000.000,,,71000000000.0
5.16,5.16,5.16,Công ty CP Quốc Lộc Phát,12.668.550.721,59.770.996.318,,12668550721.0,59770996318.0
5.16,5.16,5.16,Công ty CP CAPITALAND - Hiền Đức,-,79.892.395.449,,,79892395449.0
5.16,5.16,5.16,Công ty CP Gamuda Land (HCMC),-,105.033.506.837,,,105033506837.0
5.16,5.16,5.16,Công ty CP Terra Gold Việt Nam,105.159.357.890,29.654.957.890,,105159357890.0,29654957890.0
5.16,5.16,5.16,Các khách hàng khác,895.300.624.211,942.783.136.277,,895300624211.0,942783136277.0
,,,,2.043.052.501.708,2.391.068.436.163,,2043052501708.0,2391068436163.0
