row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2024,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2024
168,168,168,CÔNG TY CỔ PHẦN ĐẦU TƯ BT QUẢNG NINH,4.888.957.248,,4888957248.0
169,169,169,CÔNG TY TNHH SX VÀ TM KIM MINH,4.843.574.080,,4843574080.0
170,170,170,CÔNG TY TNHH MTV KIẾN TRỨC XÃY DỰNG ONG VÀNG,4.809.746.268,,4809746268.0
171,171,171,CÔNG TY CỔ PHẦN ACG PACIFIC,4.801.628.695,,4801628695.0
172,172,172,CÔNG TY TNHH HTXD BÌNH MINH,4.798.159.981,,4798159981.0
173,173,173,CÔNG TY CP ĐẦU TƯ VÀ PHẮT TRIỂN LUCKY HOUSE,4.745.893.620,,4745893620.0
174,174,174,CÔNG TY CP ĐẦU TƯ VÀ XÃY DỰNG TPC,4.650.525.000,,4650525000.0
175,175,175,CÔNG TY CỔ PHẦN EUROWINDOW,4.633.153.218,,4633153218.0
176,176,176,CÔNG TY TNHH PHẤT TRIỂN XÃY DỰNG THƯƠNG MẠI GIA PHỦ,4.616.725.695,,4616725695.0
177,177,177,CÔNG TY TNHH XÃY DỰNG VÀ THƯƠNG MẠI TMC,4.591.112.397,,4591112397.0
178,178,178,CÔNG TY CP KT NAM THUAN PHÁT,4.586.049.160,,4586049160.0
179,179,179,CÔNG TY TNHH XUĂN LỚC THỘ,4.565.751.832,,4565751832.0
180,180,180,CHI NHÁNH CÔNG TY TNHH SON HỒA BÌNH TẠI HƯNG YỀN,4.565.483.058,,4565483058.0
181,181,181,CÔNG TY CỔ PHẦN ĐÁ TƯ' NHIỂN VNS,4.552.378.936,,4552378936.0
182,182,182,CÔNG TY CỔ PHẦN FECON,4.552.131.007,,4552131007.0
183,183,183,CÔNG TY CỔ PHẦN 190,4.527.863.406,,4527863406.0
184,184,184,CÔNG TY TNHH SUN&L VIỆT NAM,4.512.318.696,,4512318696.0
185,185,185,CÔNG TY CỔ PHẦN ĐẦU TƯ' SON TÙNG,4.485.718.554,,4485718554.0
186,186,186,CÔNG TY CP DAIKIN AIR CONDITIONING (VIET NAM),4.428.260.100,,4428260100.0
187,187,187,CÔNG TY CỔ PHẦN KẾT CÁU BÊ TỔNG CHẦU ẦU NAM,4.371.035.477,,4371035477.0
188,188,188,CÔNG TY TNHH SELIM HITECH VINA,4.368.364.639,,4368364639.0
189,189,189,CÔNG TY CP THƯƠNG MẠI DỊCH VƯ ĐẮT MỘI,4.355.402.381,,4355402381.0
190,190,190,CÔNG TY TNHH ĐẦU TƯ' VÀ XÃY DỰNG PHAM GIA BROTHERS,4.341.235.301,,4341235301.0
191,191,191,CÔNG TY TNHH THƯƠNG MẠI DỊCH VƯ ĐẦU TƯ' THẾ KHANG,4.255.294.195,,4255294195.0
192,192,192,CÔNG TY CỔ PHẦN ĐẦU TƯ' VÀ NĂNG LƯỢNG TÁI TẠO HỒA BÌNH (HBR),4.221.066.046,,4221066046.0
193,193,193,CÔNG TY CỔ PHẦN XÃY DỰNG TUÂN LÂM,4.217.276.610,,4217276610.0
194,194,194,CÔNG TY TNHH HIROSE (VIỆT NAM) HÀ NỘI,4.177.178.172,,4177178172.0
195,195,195,CÔNG TY TNHH XD TM DỊCH VƯ SINH THINH,4.157.622.183,,4157622183.0
196,196,196,CÔNG TY CỔ PHẦN HYUNDAI ALUMINUM VINA,4.155.380.337,,4155380337.0
197,197,197,CÔNG TY TNHH TM QUỐC TẾ THÁI VÂN,4.114.556.895,,4114556895.0
198,198,198,CÔNG TY TNHH XÃY DỰNG SONG HÀNH,4.098.211.954,,4098211954.0
199,199,199,CÔNG TY CỔ PHẦN SON VANIR,4.028.438.977,,4028438977.0
200,200,200,CÔNG TY TNHH TM VÀ XÃY LẬP ĐIỆN CÔNG NGHIỆP THIỂN NHẬT MINH,4.028.232.074,,4028232074.0
201,201,201,CÔNG TY CỔ PHẦN XÃY DỰNG TPP VIỆT NAM,4.023.134.353,,4023134353.0
202,202,202,CÔNG TY TNHH THƯƠNG MẠI CĂNH QUAN THẢO NGUYỂN,4.018.815.031,,4018815031.0
203,203,203,CÔNG TY TNHH HAFELE VIỆT NAM,3.939.928.043,,3939928043.0
204,204,204,CÔNG TY CỔ PHẦN CPT GROUP,3.902.312.332,,3902312332.0
205,205,205,CÔNG TY CỔ PHẦN HOÀN THIỆN SAO VIỆT,3.881.176.303,,3881176303.0
206,206,206,CÔNG TY CỔ PHẦN THIỆT KẾ VÀ XÃY DỰNG DBPLUS,3.880.076.440,,3880076440.0
207,207,207,CÔNG TY CP TMDV MINH LONG,3.843.402.500,,3843402500.0
208,208,208,CÔNG TY TNHH MTV CHẦU LONG PHỦ QUỐC,3.834.304.382,,3834304382.0
209,209,209,CÔNG TY CP TM VÀ DV PHỦ THINH,3.780.250.514,,3780250514.0
210,210,210,CÔNG TY TNHH XÃY DỰNG NAM THẢO,3.701.939.895,,3701939895.0
