row_label_raw,row_label_full,5.3,Trà trước cho người bán ngắn hạn,31/12/2024VND,01/01/2024VND,numeric__Trà trước cho người bán ngắn hạn,numeric__31/12/2024VND,numeric__01/01/2024VND
5.3,5.3,5.3,Bên liên quan,340.045.297.484,308.022.282.828,,340045297484.0,308022282828.0
5.3,5.3,5.3,Công ty CP Nhà Hòa Bình,108.901.521.158,108.901.521.158,,108901521158.0,108901521158.0
5.3,5.3,5.3,Công ty CP Tiến phát Sanyo Homes,93.822.331.459,93.822.331.459,,93822331459.0,93822331459.0
5.3,5.3,5.3,Chi nhánh Công ty Cổ phần Sơn và Chất phủ Hòa Bình tại Hưng,64.003.152.908,63.964.937.908,,64003152908.0,63964937908.0
5.3,5.3,5.3,Công ty CP Đầu tư Địa ốc Tiến Phát,15.650.500.000,5.970.500.000,,15650500000.0,5970500000.0
5.3,5.3,5.3,Công ty CP Kỹ thuật Jesco Hòa Bình,-,21.521.220.215,,,21521220215.0
5.3,5.3,5.3,Công ty CP Cơ khí và Nhôm kính Anh Việt,-,8.471.294.190,,,8471294190.0
5.3,5.3,5.3,Công ty CP Trang trí Nội thất Onwa Tech,4.295.714.316,4.295.714.316,,4295714316.0,4295714316.0
5.3,5.3,5.3,Công ty TNHH Tư vấn Thiết kế Hòa Bình,964.400.000,312.763.582,,964400000.0,312763582.0
5.3,5.3,5.3,Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình,26.269.962.200,762.000.000,,26269962200.0,762000000.0
5.3,5.3,5.3,Công ty CP Interhouse LA,9.159.642.752,-,,9159642752.0,
5.3,5.3,5.3,Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,1.747.117.162,-,,1747117162.0,
5.3,5.3,5.3,Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,15.230.955.529,-,,15230955529.0,
5.3,5.3,5.3,Bên khác,975.058.560.410,901.133.465.163,,975058560410.0,901133465163.0
5.3,5.3,5.3,Công ty CP BM Windows,2.997.055.456,57.845.394.972,,2997055456.0,57845394972.0
5.3,5.3,5.3,Công ty CP Kỹ thuật Jesco Hòa Bình,13.694.817.215,-,,13694817215.0,
5.3,5.3,5.3,Công ty CP Cơ khí và Nhôm kính Anh Việt,24.972.074.777,-,,24972074777.0,
5.3,5.3,5.3,Công ty CP Xây dựng Lương Bình,-,60.000.000.000,,,60000000000.0
5.3,5.3,5.3,Công ty TNHH MTV Thương mại Sản xuất Mỹ Khang,19.281.388.212,16.454.825.367,,19281388212.0,16454825367.0
5.3,5.3,5.3,Công ty Luật TNHH ALB & Partners,109.269.356.877,81.569.356.877,,109269356877.0,81569356877.0
5.3,5.3,5.3,Công ty CP Kỹ thuật và Xây dựng Searefico,-,62.688.478.471,,,62688478471.0
5.3,5.3,5.3,Công ty CP Đầu Tư Xây Dụng VinTech,56.123.049.028,-,,56123049028.0,
5.3,5.3,5.3,Công Ty TNHH Bê Tổng Và Xây Dụng Minh Đức,19.141.886.051,-,,19141886051.0,
5.3,5.3,5.3,Công ty CP Xây dựng và Đầu tư Greenhouse Group,45.210.910.907,-,,45210910907.0,
5.3,5.3,5.3,Trà trước ngắn hạn khác,684.368.021.887,622.575.409.476,,684368021887.0,622575409476.0
5.3,5.3,5.3,,1.315.103.857.894,1.209.155.747.991,,1315103857894.0,1209155747991.0
5.3,5.3,5.3,Dự phòng các khoản trả trước cho người bán ngắn hạn,(154.380.696.547),(59.399.474.850),,-154380696547.0,-59399474850.0
5.3,5.3,5.3,Giá trị thuần,1.160.723.161.348,1.149.756.273.141,,1160723161348.0,1149756273141.0
5.3,5.3,5.3,,31/12/2024VND,01/01/2024VND,,,
5.3,5.3,5.3,Chi tiết dự phòng trả trước cho người bán ngắn hạn,,,,,
5.3,5.3 > 5.3,5.3,Chi nhánh Công ty Cổ phần Sơn và Chất phủ Hòa Bình tại Hưng Yên,59.399.474.850,59.399.474.850,,59399474850.0,59399474850.0
5.3,5.3 > 5.3,5.3,Công ty CP Nhà Hòa Bình,51.991.782.289,-,,51991782289.0,
5.3,5.3 > 5.3,5.3,Công ty CP Tiến phát Sanyo Homes,42.989.439.408,-,,42989439408.0,
5.3,5.3 > 5.3,5.3,,154.380.696.547,59.399.474.850,,154380696547.0,59399474850.0
