row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CẤP,TẠI 31/12/2024,numeric__TÊN NHÀ CUNG CẤP,numeric__TẠI 31/12/2024
420,420,420,CÔNG TY CỔ PHẦN ĐẦU TƯ' PHAN VŨ,1.836.304.755,,1836304755.0
421,421,421,CÔNG TY TNHH HHG HOLDINGS,1.831.476.911,,1831476911.0
422,422,422,CÔNG TY TNHH Q&F VIỆT NAM,1.826.516.000,,1826516000.0
423,423,423,CÔNG TY TNHH THIẾT KẾ XẢY DỰNG VÀ THƯƠNG MAI HƯƠNG PHÁT,1.826.277.896,,1826277896.0
424,424,424,CÔNG TY TNHH TƯ' VÁN-XẢY DỰNG ASC,1.819.850.605,,1819850605.0
425,425,425,CÔNG TY CỔ PHẦN ĐẦU TƯ' PHÁT TRIỂN MỔI TRƯỜNG TOÀN CẦU,1.818.320.140,,1818320140.0
426,426,426,CÔNG TY CỔ PHẦN TAM ĐA,1.813.735.943,,1813735943.0
427,427,427,CÔNG TY CỔ PHẦN THƯƠNG MAI & ĐỊCH VỤ TRANG TRІ GEE,1.802.140.900,,1802140900.0
428,428,428,CÔNG TY TNHH MTV XẢY DỰNG TTP PHÚ QUỐC,1.796.331.812,,1796331812.0
429,429,429,CÔNG TY CP XẢY DỰNG VÀ PHÁT TRIỂN KỸ THUẬT NỀN MỐNG,1.794.142.301,,1794142301.0
430,430,430,CÔNG TY TNHH XẢY DỰNG THƯƠNG MAI SƠN TIN CAY,1.792.762.717,,1792762717.0
431,431,431,CÔNG TY TNHH THẾP THÔNG MINH TOÀN CẦU,1.788.061.610,,1788061610.0
432,432,432,CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG EDH,1.783.718.660,,1783718660.0
433,433,433,CÔNG TY TNHH TM XNK ĐÀ HOA CƯƠNG HOÀNG MỸ,1.770.676.340,,1770676340.0
434,434,434,CÔNG TY TNHH PHÁT TRIỂN XẢY DỰNG HUY HOÀNG - TH,1.770.477.442,,1770477442.0
435,435,435,CÔNG TY TNHH TMDV XẢY DỰNG THƯƠNG THÀNH,1.763.271.332,,1763271332.0
436,436,436,CÔNG TY CỔ PHẦN ĐẦU TƯ' XẢY LẮP VÀ THƯƠNG MAI NGỌC LINH,1.761.327.675,,1761327675.0
437,437,437,CÔNG TY TNHH SẢN XUẤT THƯƠNG MAI VÀ ĐẦU TƯ' LOA THÀNH,1.758.675.885,,1758675885.0
438,438,438,CÔNG TY CP ĐT XL CƠ ĐIỆN THÀNH TUÂN,1.754.620.550,,1754620550.0
439,439,439,CÔNG TY CỔ PHẦN IBS,1.751.847.300,,1751847300.0
440,440,440,CÔNG TY CP CƠ KHÍ XẢY DỰNG THƯƠNG MAI ĐẠI DŨNG,1.748.306.141,,1748306141.0
441,441,441,CÔNG TY CỔ PHẦN ĐẦU TƯ' XẢY DỰNG VÀ CỔNG NGΗỆ TOÀN CẦU,1.739.466.979,,1739466979.0
442,442,442,CÔNG TY TNHH VIÊN THÀNH,1.737.456.020,,1737456020.0
443,443,443,CÔNG TY CỔ PHẦN XẢY DỰNG NÊN MÓNG LONG GIANG,1.737.195.087,,1737195087.0
444,444,444,CÔNG TY TNHH XẢY DỰNG VÀ VÀN TÀI HOÀNG TRƯỜNG,1.732.383.430,,1732383430.0
445,445,445,CÔNG TY CP XẢY DỰNG CENTER,1.728.289.875,,1728289875.0
446,446,446,CÔNG TY CỔ PHẦN HISUNG VIỆT NAM,1.726.761.847,,1726761847.0
447,447,447,CÔNG TY TNHH XẢY DỰNG KỸ THUẬT VÀ ĐỊCH VỤ LACH BANG,1.722.906.409,,1722906409.0
448,448,448,CÔNG TY TNHH U-MAC VIỆT NAM,1.719.847.530,,1719847530.0
449,449,449,CÔNG TY TNHH DỊCH VỤ THƯƠNG MAI VINLIFT,1.719.580.883,,1719580883.0
450,450,450,CÔNG TY TNHH NỘI THẤT & XẢY DỰNG CÔNG MINH,1.708.498.352,,1708498352.0
451,451,451,CÔNG TY CỔ PHẦN KỸ THUẬT VÀ THƯƠNG MAI NAM VIỆT,1.702.075.197,,1702075197.0
452,452,452,CÔNG TY CỔ PHẦN TẬP ĐOẠN SÀI GÒN DC,1.693.291.228,,1693291228.0
453,453,453,CÔNG TY TNHH MTV SX - TM - DV MINH NGHI,1.686.491.327,,1686491327.0
454,454,454,CÔNG TY TNHH TMDV XẢY DỰNG QUÂN NGUYỄN,1.679.832.913,,1679832913.0
455,455,455,CÔNG TY TNHH MTV KALAHAN,1.679.759.121,,1679759121.0
456,456,456,HTX VÀN TẢI ĐỊCH VỤ DU LICH BÌNH TÂN,1.673.298.495,,1673298495.0
457,457,457,CÔNG TY TNHH XẢY DỰNG THƯƠNG MAI ĐỊCH VỤ LÊ HUY,1.668.166.445,,1668166445.0
458,458,458,CÔNG TY TNHH XẢY DỰNG VYHANH,1.661.982.311,,1661982311.0
459,459,459,CÔNG TY TNHH LÂM SẢN VÀ XẢY DỰNG THÌNH PHÁT,1.660.034.659,,1660034659.0
460,460,460,CÔNG TY TNHH THIẾT BI VÀ ĐỊCH VỤ HUY HOÀNG,1.659.812.571,,1659812571.0
461,461,461,CÔNG TY TNHH ĐẦU TƯ' XẢY DỰNG DỊCH VỤ HDCONS,1.655.709.709,,1655709709.0
462,462,462,CÔNG TY CP GIÁI PHÁP VÀ THIẾT BI CHIÉU SĂNG VI LIGHT,1.653.685.000,,1653685000.0
